WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,JOBSAL
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,월 급여
2,567102,6,2,2,4,39,5,1,20
3,567102,6,2,2,4,41,5,1,60
4,567102,6,2,2,4,43,5,1,100
5,567102,6,2,2,4,45,5,1,100
6,567102,6,2,2,4,47,5,1,80
7,567102,6,2,2,4,49,5,1,80
6,567302,6,2,4,1,40,7,1,150
4,567502,1,4,2,2,37,7,1,200
5,567502,1,4,2,2,39,7,1,200
6,567502,1,4,2,2,41,7,1,208
7,567502,1,4,2,2,43,7,1,300
2,567702,3,3,5,1,38,5,1,25
3,567702,3,3,5,1,40,5,1,50
4,567702,3,3,5,1,42,5,1,70
5,567702,3,3,5,1,44,5,1,50
6,567702,3,3,5,1,46,5,1,40
7,567702,3,3,5,1,48,5,1,150
1,567801,9,4,3,1,45,3,1,150
2,567801,9,4,3,1,46,3,1,70
7,568202,6,2,5,3,64,2,1,80
5,568302,6,1,5,-9,69,2,1,50
6,568302,6,1,5,-9,71,2,1,50
7,568302,6,1,5,-9,73,2,1,60
3,568401,6,1,5,2,62,2,1,50
4,568401,6,1,5,2,64,2,1,60
5,568401,6,1,5,2,66,2,1,70
6,568401,6,1,5,2,68,2,1,50
7,568401,6,1,5,2,70,2,1,60
1,568501,6,2,3,2,57,3,1,80
2,568501,6,2,3,2,58,3,1,60
3,568501,6,2,3,2,60,3,1,85
4,568501,6,2,3,2,62,3,1,75
1,568601,6,1,2,1,50,3,1,60
2,568601,6,1,2,1,51,3,1,100
4,568601,6,1,2,1,55,3,1,250
5,568601,6,1,2,1,57,3,1,100
6,568802,6,2,4,2,46,4,1,150
7,568802,6,2,4,2,48,4,1,200
1,569102,6,1,4,1,64,2,1,20
3,569102,6,1,4,1,67,2,1,40
4,569102,6,1,4,1,69,2,1,110
5,569102,6,1,4,1,71,2,1,120
3,569202,11,3,5,1,48,4,1,83
4,569202,11,3,5,1,50,4,1,140
5,569202,11,3,5,1,52,4,1,130
6,569202,11,3,5,1,54,4,1,140
7,569202,11,3,5,1,56,4,1,110
1,569204,6,3,3,1,24,7,2,110
7,569305,5,4,4,4,35,6,1,160
2,569902,2,2,4,5,48,4,1,80
3,569902,2,2,4,5,50,4,1,105
4,569902,2,2,4,5,52,4,1,110
5,569902,2,2,4,5,54,4,1,143
6,569902,2,2,4,5,56,4,1,140
7,569902,2,2,4,5,58,4,1,160
2,569903,2,5,3,3,20,6,2,160
4,569903,2,5,3,3,24,6,2,240
5,569903,2,5,3,3,26,6,2,250
6,569903,2,5,3,3,28,6,2,300
7,569903,2,5,3,3,30,6,2,400
1,570103,5,3,4,3,24,7,2,130
1,570302,3,3,4,2,39,6,1,80
2,570302,3,3,4,2,40,6,1,100
3,570302,3,3,4,2,42,6,1,100
4,570302,3,3,4,2,44,6,1,250
7,570302,3,3,4,2,50,6,1,120
1,570402,5,2,4,4,53,3,1,60
1,570403,3,4,3,3,25,7,2,150
2,570403,3,4,3,3,26,7,2,160
3,570403,3,4,3,3,28,7,2,200
4,570403,3,4,3,3,30,7,2,140
5,570403,3,4,3,3,32,7,2,250
6,570403,3,4,3,3,34,7,2,210
5,570802,6,1,4,3,61,2,1,160
6,570802,6,1,4,3,63,2,1,120
1,570803,9,4,3,3,27,6,2,100
3,570804,9,4,3,3,29,7,2,150
5,570804,9,4,3,3,33,7,2,250
7,571002,12,0,4,6,46,4,1,50
5,571003,7,4,3,2,19,5,2,150
6,571003,7,4,3,2,21,5,2,150
7,571003,7,4,3,2,23,5,2,200
2,571302,6,2,2,1,49,3,1,85
3,571302,6,2,2,1,51,3,1,50
2,571402,4,2,3,2,38,6,1,250
3,571402,4,2,3,2,40,6,1,180
4,571402,4,2,3,2,42,6,1,200
7,571402,4,2,3,2,48,6,1,250
5,571602,11,1,5,4,67,2,1,20
7,571602,11,1,5,4,71,2,1,27
5,571803,9,4,3,2,24,4,2,150
2,571902,7,4,4,3,51,5,1,250
3,571902,7,4,4,3,53,5,1,200
4,571902,7,4,4,3,55,5,1,300
5,571902,7,4,4,3,57,5,1,300
6,571902,7,4,4,3,59,5,1,290
7,571902,7,4,4,3,61,5,1,300
2,571903,3,4,3,3,25,7,2,150
1,572001,3,4,3,2,31,7,1,200
2,572001,3,4,3,2,32,7,1,300
3,572001,3,4,3,2,34,7,1,250
5,572001,3,4,3,2,38,7,1,100
6,572001,3,4,3,2,40,7,1,300
7,572001,3,4,3,2,42,7,1,300
2,572102,6,2,4,-9,58,2,1,120
2,572202,6,1,4,2,49,3,1,40
3,572202,6,1,4,2,51,3,1,100
4,572202,6,1,4,2,53,3,1,100
5,572202,6,1,4,2,55,3,1,50
1,572302,7,4,4,1,43,3,1,130
2,572302,7,4,4,1,44,3,1,140
3,572302,7,4,4,1,46,3,1,150
4,572302,7,4,4,1,48,3,1,190
5,572302,7,4,4,1,50,3,1,160
6,572302,7,4,4,1,52,3,1,170
7,572302,7,4,4,1,54,3,1,150
5,572305,7,3,3,3,20,4,2,120
6,572305,7,3,3,3,22,4,2,150
7,572305,7,3,3,3,24,4,2,160
1,572401,6,1,4,2,37,4,1,85
2,572401,6,1,4,2,38,4,1,120
3,572401,6,1,4,2,40,4,1,140
4,572401,6,1,4,2,42,4,1,120
1,572702,6,2,3,2,31,8,1,250
2,572702,6,2,3,2,32,8,1,250
3,572702,6,2,3,2,34,8,1,280
4,572702,6,2,3,2,36,8,1,250
5,572702,6,2,3,2,38,8,1,350
6,572702,6,2,3,2,40,8,1,420
7,572702,6,2,3,2,42,8,1,420
1,572902,6,4,3,2,28,7,1,150
2,572902,6,4,3,2,29,7,1,208
4,572902,6,4,3,2,33,7,1,300
5,572902,6,4,3,2,35,7,1,200
6,572902,6,4,3,2,37,7,1,400
7,572902,6,4,3,2,39,7,1,400
7,573002,6,3,2,1,55,5,1,36
4,573102,6,2,3,2,36,6,1,25
7,573102,6,2,3,2,42,6,1,30
6,573202,6,3,4,4,39,5,1,155
7,573202,6,3,4,4,41,5,1,170
4,573302,4,4,3,2,31,7,1,330
5,573302,4,4,3,2,33,7,1,200
6,573302,4,4,3,2,35,7,1,250
1,573502,6,1,5,3,47,3,1,80
4,573502,6,1,5,3,52,3,1,100
6,573603,7,3,3,3,21,4,2,150
7,573603,7,3,3,3,23,4,2,150
5,573802,11,2,2,2,60,5,1,50
6,573802,11,2,2,2,62,5,1,100
1,573901,4,4,3,2,34,4,1,100
2,573901,4,4,3,2,35,4,1,120
3,573901,4,4,3,2,37,4,1,120
6,574002,3,3,3,1,37,6,1,130
7,574002,3,3,3,1,39,6,1,160
1,574201,6,2,3,3,45,5,1,75
3,574201,6,2,3,3,48,5,1,73
4,574201,6,2,3,3,50,5,1,75
5,574201,6,2,3,3,52,5,1,70
6,574201,6,2,3,3,54,5,1,80
7,574201,6,2,3,3,56,5,1,150
3,574202,7,4,3,5,19,7,2,90
6,574202,7,4,3,5,25,7,2,150
7,574202,7,4,3,5,27,7,2,190
6,574203,6,4,4,4,21,7,2,70
7,574203,6,4,4,4,23,7,2,180
1,574301,12,0,3,6,44,4,1,60
3,574301,12,0,3,6,47,4,1,90
4,574301,12,0,3,6,49,4,1,150
5,574301,12,0,3,6,51,4,1,100
6,574301,12,0,3,6,53,4,1,100
7,574301,12,0,3,6,55,4,1,150
5,574303,11,4,4,4,25,6,2,180
6,574303,11,4,4,4,27,6,2,150
7,574303,11,4,4,4,29,6,2,160
1,574401,6,3,3,2,33,4,1,70
1,574501,5,2,3,1,45,5,1,150
2,574501,5,2,3,1,46,5,1,100
3,574501,5,2,3,1,48,5,1,150
4,574501,5,2,3,1,50,5,1,135
5,574501,5,2,3,1,52,5,1,120
6,574501,5,2,3,1,54,5,1,200
7,574501,5,2,3,1,56,5,1,250
6,574502,12,0,4,6,26,7,2,170
7,574502,12,0,4,6,28,7,2,200
2,574702,6,2,5,3,47,3,1,40
3,574702,6,2,5,3,49,3,1,30
4,574702,6,2,5,3,51,3,1,70
6,574702,6,2,5,3,55,3,1,143
7,574702,6,2,5,3,57,3,1,170
1,574703,5,3,3,3,21,6,2,80
5,574704,7,3,3,2,29,7,2,170
1,574802,12,0,5,6,43,3,1,40
2,574802,12,0,5,6,44,3,1,50
3,574802,12,0,5,6,46,3,1,100
4,574802,12,0,5,6,48,3,1,100
6,574802,12,0,5,6,52,3,1,140
7,574802,12,0,5,6,54,3,1,110
2,574902,6,5,5,2,44,3,1,100
3,574902,6,5,5,2,46,3,1,90
4,574902,6,5,5,2,48,3,1,120
5,574902,6,5,5,2,50,3,1,180
6,574902,6,5,5,2,52,3,1,200
7,574902,6,5,5,2,54,3,1,220
5,575104,4,3,3,2,23,7,2,120
6,575104,4,3,3,2,25,7,2,150
7,575104,4,3,3,2,27,7,2,200
6,575301,6,4,1,3,52,7,1,200
7,575301,6,4,1,3,54,7,1,200
5,575402,6,2,3,3,49,4,1,160
6,575402,6,2,3,3,51,4,1,175
7,575402,6,2,3,3,53,4,1,180
6,575404,1,6,3,3,24,7,2,180
7,575404,1,6,3,3,26,7,2,220
1,575502,4,4,3,5,34,6,1,40
2,575502,4,4,3,5,35,6,1,40
3,575502,4,4,3,5,37,6,1,40
4,575502,4,4,3,5,39,6,1,40
5,575502,4,4,3,5,41,6,1,40
6,575502,4,4,3,5,43,6,1,100
7,575502,4,4,3,5,45,6,1,170
1,575902,9,4,4,2,28,4,1,70
3,575902,9,4,4,2,31,4,1,130
1,576301,6,2,4,4,62,2,1,80
2,576301,6,2,4,4,63,2,1,80
3,576301,6,2,4,4,65,2,1,76
4,576301,6,2,4,4,67,2,1,70
5,576301,6,2,4,4,69,2,1,60
6,576301,6,2,4,4,71,2,1,100
7,576301,6,2,4,4,73,2,1,50
7,576402,6,2,4,2,74,2,1,50
6,576502,6,2,4,2,60,2,1,300
1,576602,5,2,4,3,39,7,1,60
2,576602,5,2,4,3,40,7,1,100
3,576602,5,2,4,3,42,7,1,90
4,576602,5,2,4,3,44,7,1,120
5,576602,5,2,4,3,46,7,1,100
6,576602,5,2,4,3,48,7,1,160
7,576602,5,2,4,3,50,7,1,180
1,576702,5,3,3,1,42,8,1,300
2,576702,5,3,3,1,43,8,1,300
3,576702,5,3,3,1,45,8,1,390
4,576702,5,3,3,1,47,8,1,350
7,576702,5,3,3,1,53,8,1,450
1,576902,3,4,4,2,42,7,1,300
2,576902,3,4,4,2,43,7,1,380
3,576902,3,4,4,2,45,7,1,400
4,576902,3,4,4,2,47,7,1,420
5,576902,3,4,4,2,49,7,1,400
6,576902,3,4,4,2,51,7,1,500
7,576902,3,4,4,2,53,7,1,520
3,577002,2,6,3,2,37,7,1,150
4,577002,2,6,3,2,39,7,1,130
5,577002,2,6,3,2,41,8,1,150
6,577002,2,6,3,2,43,8,1,300
7,577002,2,6,3,2,45,8,1,200
2,577102,6,1,4,6,63,2,1,30
3,577102,6,1,4,6,65,2,1,60
7,577102,6,1,4,6,73,2,1,27
4,578003,5,4,3,2,26,7,2,130
7,578702,3,4,3,2,35,6,1,100
7,579002,6,1,2,1,69,3,1,80
3,579003,6,3,2,2,25,7,2,150
4,579003,6,3,2,2,27,7,2,180
5,579003,6,3,2,2,29,7,2,140
1,579102,5,3,2,2,55,2,1,50
2,579102,5,3,2,2,56,2,1,70
3,579102,5,3,2,2,58,2,1,100
4,579102,5,3,2,2,60,2,1,120
5,579102,5,3,2,2,62,2,1,100
2,579401,6,1,4,3,57,2,1,20
1,579502,7,2,4,3,33,4,1,50
1,579601,12,0,4,6,51,2,1,35
2,579601,12,0,4,6,52,2,1,50
1,580003,3,4,3,2,30,7,1,120
2,580003,3,4,3,2,31,7,1,130
3,580003,3,4,3,2,33,7,1,70
4,580003,3,4,3,2,35,7,1,130
5,580003,3,4,3,2,37,7,1,170
1,580102,12,0,4,6,45,5,1,100
3,580102,12,0,4,6,48,5,1,100
6,580102,12,0,4,6,54,5,1,150
4,580103,3,4,3,1,25,7,2,180
5,580103,3,4,3,1,27,7,2,150
7,580103,3,4,3,1,31,7,1,200
1,580201,6,1,4,3,62,2,1,50
2,580201,6,1,4,3,63,2,1,50
5,580302,6,4,3,3,45,5,1,70
6,580302,6,4,3,3,47,5,1,150
7,580302,6,4,3,3,49,5,1,165
2,580402,6,6,2,3,40,5,1,70
3,580402,6,6,2,3,42,5,1,100
4,580402,6,6,2,3,44,5,1,120
5,580402,6,6,2,3,46,5,1,150
3,580601,6,1,4,3,65,1,1,50
4,580601,6,1,4,3,67,1,1,15
3,580702,12,0,4,6,31,4,1,80
6,580802,6,2,4,3,56,2,1,280
3,580902,6,2,3,2,43,5,1,90
4,580902,6,2,3,2,45,5,1,100
5,580902,6,2,3,2,47,5,1,110
6,580902,6,2,3,2,49,5,1,130
7,580902,6,2,3,2,51,5,1,160
3,581002,5,2,5,3,60,2,1,80
4,581002,5,2,5,3,62,2,1,150
5,581002,5,2,5,3,64,2,1,40
6,581002,5,2,5,3,66,2,1,50
7,581002,5,2,5,3,68,2,1,150
1,581202,6,2,4,2,46,4,1,200
2,581202,6,2,4,2,47,4,1,250
3,581202,6,2,4,2,49,4,1,300
4,581202,6,2,4,2,51,4,1,250
5,581202,6,2,4,2,53,4,1,250
6,581202,6,2,4,2,55,4,1,120
6,581203,3,4,3,3,32,7,2,200
5,581301,4,2,2,2,60,4,1,100
6,581301,4,2,2,2,62,4,1,250
7,581301,4,2,2,2,64,4,1,330
2,581403,4,3,3,3,24,7,2,120
3,581403,4,3,3,3,26,7,2,120
4,581403,4,3,3,3,28,7,2,120
6,581403,4,3,3,3,32,7,2,170
3,581802,6,2,4,3,64,3,1,70
4,581802,6,2,4,3,66,3,1,20
5,581802,6,2,4,3,68,3,1,20
6,581802,6,2,4,3,70,3,1,100
7,581802,6,2,4,3,72,3,1,100
1,582002,6,2,4,3,43,5,1,130
2,582002,6,2,4,3,44,5,1,130
3,582002,6,2,4,3,46,5,1,150
4,582002,6,2,4,3,48,5,1,200
5,582002,6,2,4,3,50,5,1,150
6,582002,6,2,4,3,52,5,1,180
7,582002,6,2,4,3,54,5,1,180
4,582004,8,4,3,3,23,7,2,150
5,582004,8,4,3,3,25,7,2,180
1,582202,6,2,3,3,58,2,1,83
3,582202,6,2,3,3,61,2,1,70
4,582202,6,2,3,3,63,2,1,30
5,582202,6,2,3,3,65,2,1,60
6,582202,6,2,3,3,67,2,1,100
7,582202,6,2,3,3,69,2,1,100
6,582502,12,0,4,6,72,2,1,10
1,582601,12,0,4,6,52,2,1,80
2,582601,12,0,4,6,53,2,1,100
3,582601,12,0,4,6,55,2,1,80
4,582601,12,0,4,6,57,2,1,30
5,582601,12,0,4,6,59,2,1,20
6,582601,12,0,4,6,61,2,1,130
4,582702,12,0,4,6,52,2,1,80
6,582702,12,0,4,6,56,2,1,160
7,582702,12,0,4,6,58,2,1,160
1,582802,6,2,2,2,40,5,1,50
2,582802,6,2,2,2,41,5,1,90
3,582802,6,2,2,2,43,5,1,100
4,582802,6,2,2,2,45,5,1,200
5,582802,6,2,2,2,47,5,1,100
7,582903,6,2,4,2,23,7,2,104
1,583201,6,2,3,3,47,3,1,100
2,583201,6,2,3,3,48,3,1,100
5,583201,6,2,3,3,54,3,1,100
6,583201,6,2,3,3,56,3,1,150
7,583201,6,2,3,3,58,3,1,180
1,583202,7,4,3,3,24,6,2,130
2,583202,7,4,3,3,25,6,2,150
3,583202,7,4,3,3,27,6,2,180
4,583202,7,4,3,3,29,6,2,200
5,583202,7,4,3,3,31,6,2,250
6,583302,6,3,4,3,43,4,1,160
7,583302,6,3,4,3,45,4,1,180
5,583502,6,4,3,3,34,5,1,50
2,583602,7,4,2,2,33,5,1,200
3,583602,7,4,2,2,35,5,1,200
4,583602,7,4,2,2,37,5,1,100
3,584702,4,2,5,1,39,4,1,90
4,584702,4,2,5,1,41,4,1,150
5,584702,4,2,5,1,43,4,1,190
6,584702,4,2,5,1,45,4,1,140
7,584702,4,2,5,1,47,4,1,90
2,584902,5,3,4,3,37,5,1,100
3,584902,5,3,4,3,39,5,1,115
4,584902,5,3,4,3,41,5,1,80
5,584902,5,3,4,3,43,5,1,200
6,584902,5,3,4,3,45,5,1,200
7,584902,5,3,4,3,47,5,1,210
1,585101,6,2,4,3,63,2,1,100
2,585101,6,2,4,3,64,2,1,80
3,585101,6,2,4,3,66,2,1,60
4,585101,6,2,4,3,68,2,1,40
5,585101,6,2,4,3,70,2,1,60
7,585202,6,2,5,2,72,2,1,80
1,585302,6,2,4,3,51,2,1,80
2,585302,6,2,4,3,52,2,1,80
3,585302,6,2,4,3,54,2,1,100
5,585302,6,2,4,3,58,2,1,100
6,585302,6,2,4,3,60,2,1,80
7,585302,6,2,4,3,62,2,1,80
4,585403,6,3,3,3,26,7,1,120
5,585403,6,3,3,3,28,7,1,180
6,585403,6,3,3,3,30,7,1,100
7,585403,6,3,3,3,32,7,1,100
4,585502,5,3,3,3,44,4,1,150
5,585502,5,3,3,3,46,4,1,140
6,585502,5,3,3,3,48,4,1,100
7,585502,5,3,3,3,50,4,1,120
4,585702,6,1,4,3,68,2,1,100
5,585702,6,1,4,3,70,2,1,100
6,586002,6,2,3,3,53,4,1,140
7,586002,6,2,3,3,55,4,1,130
6,586003,8,4,3,3,27,7,2,150
7,586003,8,4,3,3,29,7,2,170
6,586004,6,4,3,3,25,6,2,150
7,586004,6,4,3,3,27,6,2,150
4,586104,6,3,3,3,22,7,2,150
6,586104,6,3,3,3,26,7,2,150
7,586104,6,3,3,3,28,7,2,150
2,586302,6,2,4,2,58,2,1,150
1,586401,6,2,4,3,64,1,1,100
2,586401,6,2,4,3,65,1,1,150
3,586401,6,2,4,3,67,1,1,100
4,586401,6,2,4,3,69,1,1,90
5,586401,6,2,4,3,71,1,1,100
6,586401,6,2,4,3,73,1,1,100
7,586401,6,2,4,3,75,1,1,100
1,586501,6,2,4,3,49,2,1,150
2,586501,6,2,4,3,50,2,1,100
3,586501,6,2,4,3,52,2,1,80
4,586501,6,2,4,3,54,2,1,100
5,586501,6,2,4,3,56,2,1,150
6,586501,6,2,4,3,58,2,1,100
7,586501,6,2,4,3,60,2,1,100
6,586802,6,1,4,3,30,3,1,100
7,587002,1,4,2,2,40,7,1,50
2,587202,11,3,3,1,50,7,1,100
3,587202,11,3,3,1,52,7,1,170
4,587202,11,3,3,1,54,7,1,250
5,587202,11,3,3,1,56,7,1,500
6,587202,11,3,3,1,58,7,1,420
7,587202,11,3,3,1,60,7,1,900
1,587402,5,2,5,2,47,2,1,78
2,587402,5,2,5,2,48,2,1,100
3,587402,5,2,5,2,50,2,1,80
4,587402,5,2,5,2,52,2,1,100
5,587402,5,2,5,2,54,2,1,100
6,587402,5,2,5,2,56,2,1,150
7,587402,5,2,5,2,58,2,1,150
1,587404,11,2,5,2,23,6,2,150
2,587404,11,2,5,2,24,6,2,150
3,587404,11,2,5,2,26,6,2,220
6,587602,6,2,5,2,56,2,1,270
7,587602,6,2,5,2,58,2,1,270
1,587704,3,4,3,2,36,4,1,160
2,587704,3,4,3,2,37,4,1,150
3,587704,3,4,3,2,39,4,1,200
4,587704,3,4,3,2,41,4,1,230
5,587704,3,4,3,2,43,4,1,170
6,587704,3,4,3,2,45,4,1,250
7,587704,3,4,3,2,47,4,1,300
7,587706,5,5,3,2,23,7,2,250
4,587802,12,0,4,6,36,4,1,130
5,587802,12,0,4,6,38,4,1,120
7,587802,12,0,4,6,42,4,1,180
2,588002,5,3,2,3,39,5,1,90
3,588002,5,3,2,3,41,5,1,110
6,588105,7,4,3,2,22,6,2,150
1,588502,6,2,2,3,53,3,1,130
2,588502,6,2,2,3,54,3,1,80
3,588502,6,2,2,3,56,3,1,80
4,588502,6,2,2,3,58,3,1,300
5,588502,6,2,2,3,60,3,1,300
6,588502,6,2,2,3,62,3,1,300
7,588502,6,2,2,3,64,3,1,250
1,588602,10,1,2,3,41,5,1,90
2,588602,10,1,2,3,42,5,1,60
3,588602,10,1,2,3,44,5,1,150
1,588901,12,0,4,6,60,2,1,50
2,588901,12,0,4,6,61,2,1,20
3,588901,12,0,4,6,63,2,1,50
4,588901,12,0,4,6,65,2,1,30
5,588901,12,0,4,6,67,2,1,30
6,588901,12,0,4,6,69,2,1,100
7,588901,12,0,4,6,71,2,1,100
7,589202,6,2,4,3,70,2,1,166
1,589302,6,2,4,3,43,3,1,80
2,589302,6,2,4,3,44,3,1,80
3,589302,6,2,4,3,46,3,1,100
4,589302,6,2,4,3,48,3,1,100
5,589302,6,2,4,3,50,3,1,120
6,589302,6,2,4,3,52,3,1,100
7,589302,6,2,4,3,54,3,1,100
1,589402,6,2,4,3,55,2,1,100
2,589402,6,2,4,3,56,2,1,110
3,589402,6,2,4,3,58,2,1,140
4,589402,6,2,4,3,60,2,1,120
5,589402,6,2,4,3,62,2,1,130
6,589402,6,2,4,3,64,2,1,100
7,589402,6,2,4,3,66,2,1,140
1,589502,7,2,2,3,35,4,1,120
2,589502,7,2,2,3,36,4,1,140
3,589502,7,2,2,3,38,4,1,150
4,589502,7,2,2,3,40,4,1,140
5,589502,7,2,2,3,42,4,1,160
6,589502,7,2,2,3,44,4,1,190
7,589502,7,2,2,3,46,4,1,190
1,589602,7,2,4,3,33,4,1,200
2,589602,7,2,4,3,34,4,1,200
3,589602,7,2,4,3,36,4,1,200
4,589602,7,2,4,3,38,4,1,100
5,589602,7,2,4,3,40,4,1,200
6,589602,7,2,4,3,42,4,1,150
7,589602,7,2,4,3,44,4,1,150
2,589803,6,4,3,2,23,4,2,100
3,589803,6,4,3,2,25,4,2,50
1,589903,6,2,3,2,26,4,2,110
2,589903,6,2,3,2,27,4,2,120
4,589903,6,2,3,2,31,4,1,140
7,589903,6,2,3,2,37,4,1,70
6,590006,6,2,3,2,32,7,1,300
7,590006,6,2,3,2,34,7,1,300
1,590101,6,1,2,3,52,2,1,150
2,590101,6,1,2,3,53,2,1,100
3,590101,6,1,2,3,55,2,1,166
4,590101,6,1,2,3,57,2,1,150
5,590101,6,1,2,3,59,2,1,150
6,590101,6,1,2,3,61,2,1,150
7,590101,6,1,2,3,63,2,1,120
6,590104,2,4,3,2,29,7,2,200
2,590202,6,3,5,6,60,3,1,150
1,590401,12,0,4,6,56,2,1,30
2,590401,12,0,4,6,57,2,1,60
4,590401,12,0,4,6,61,2,1,80
5,590502,5,1,4,6,46,3,1,120
3,590603,3,6,2,2,29,6,2,150
1,590802,6,1,4,2,39,5,1,100
7,590802,6,1,4,2,50,5,1,250
1,590902,6,1,3,2,55,2,1,100
1,591002,6,1,5,2,57,1,1,80
2,591002,6,1,5,2,58,1,1,60
3,591002,6,1,5,2,60,1,1,80
4,591002,6,1,5,2,62,1,1,85
5,591002,6,1,5,2,64,1,1,80
3,591102,8,3,3,2,30,4,1,50
5,591102,8,3,3,2,34,4,1,50
7,591102,8,3,3,2,38,4,1,85
7,591202,12,0,4,6,60,2,1,210
6,591302,6,2,4,2,55,3,1,250
7,591302,6,2,4,2,57,3,1,300
1,591303,5,4,3,2,23,6,2,80
2,591303,5,4,3,2,24,6,2,80
3,591303,5,4,3,2,26,6,2,70
4,591303,5,4,3,2,28,6,2,150
6,591402,6,2,3,2,46,5,1,38
6,591502,7,2,4,2,51,3,1,300
7,591502,7,2,4,2,53,3,1,300
1,591602,6,2,3,3,44,4,1,100
2,591602,6,2,3,3,45,4,1,50
6,591702,6,1,3,2,47,4,1,150
7,591702,6,1,3,2,49,4,1,100
1,591802,6,2,4,3,44,2,1,85
4,591802,6,2,4,3,49,2,1,120
5,591802,6,2,4,3,51,2,1,140
6,591902,6,2,3,2,48,5,1,200
7,591902,6,2,3,2,50,5,1,150
1,592001,1,6,1,2,51,5,1,110
2,592001,1,6,1,2,52,5,1,70
3,592001,1,6,1,2,54,5,1,100
4,592001,1,6,1,2,56,5,1,120
1,592002,1,6,4,4,50,2,1,110
2,592002,1,6,4,4,51,2,1,80
3,592002,1,6,4,4,53,2,1,90
4,592002,1,6,4,4,55,2,1,80
1,592104,6,3,3,2,34,5,1,75
2,592104,6,3,3,2,35,5,1,85
3,592104,6,3,3,2,37,5,1,60
4,592104,6,3,3,2,39,5,1,100
2,592202,5,4,2,2,29,6,1,120
3,592202,5,4,2,2,31,6,1,150
5,592202,5,4,2,2,35,6,1,120
6,592202,5,4,2,2,37,6,1,200
7,592202,5,4,2,2,39,6,1,200
1,592301,12,0,4,6,45,4,1,100
2,592301,12,0,4,6,46,4,1,120
3,592301,12,0,4,6,48,4,1,170
4,592301,12,0,4,6,50,4,1,170
5,592301,12,0,4,6,52,4,1,160
6,592301,12,0,4,6,54,4,1,170
7,592301,12,0,4,6,56,4,1,180
3,592302,7,4,3,4,21,7,2,30
4,592302,7,4,3,4,23,7,2,180
5,592302,7,4,3,4,25,7,2,180
6,592302,7,4,3,4,27,7,2,170
7,592302,7,4,3,4,29,7,2,200
1,592403,9,3,4,3,22,4,2,100
2,592403,9,3,4,3,23,4,2,100
1,592502,5,2,3,2,42,4,1,92
2,592502,5,2,3,2,43,4,1,96
1,592701,3,4,2,4,56,2,1,150
1,592902,12,0,3,6,41,3,1,80
2,592902,12,0,3,6,42,3,1,40
3,592902,12,0,3,6,44,3,1,70
5,592902,12,0,3,6,48,3,1,180
6,592902,12,0,3,6,50,3,1,200
2,592904,6,3,3,3,19,7,2,40
3,592904,6,3,3,3,21,7,2,80
4,592904,6,3,3,3,23,7,2,150
2,593002,6,2,2,2,58,5,1,292
1,593104,6,3,2,2,40,5,1,300
3,593104,6,3,2,2,43,5,1,500
4,593104,6,3,2,2,45,5,1,250
3,593302,6,1,4,3,63,2,1,80
7,593802,6,2,5,2,70,2,1,120
1,593901,6,1,4,2,60,2,1,50
2,593901,6,1,4,2,61,2,1,40
3,593901,6,1,4,2,63,2,1,50
4,593901,6,1,4,2,65,2,1,63
5,593901,6,1,4,2,67,2,1,20
6,593901,6,1,4,2,69,2,1,100
7,593901,6,1,4,2,71,2,1,70
1,594001,6,1,5,3,52,2,1,50
2,594001,6,1,5,3,53,2,1,70
3,594001,6,1,5,3,55,2,1,78
4,594001,6,1,5,3,57,2,1,70
5,594001,6,1,5,3,59,2,1,50
6,594001,6,1,5,3,61,2,1,100
7,594001,6,1,5,3,63,2,1,50
3,594302,6,1,3,2,62,2,1,70
4,594302,6,1,3,2,64,2,1,80
5,594302,6,1,3,2,66,2,1,60
6,594302,6,1,3,2,68,2,1,100
7,594302,6,1,3,2,70,2,1,70
1,594404,6,2,4,4,27,4,2,90
2,594404,6,2,4,4,28,4,2,100
3,594404,6,2,4,4,30,4,2,110
1,594503,6,3,3,2,25,6,2,100
2,594503,6,3,3,2,26,6,2,90
3,594503,6,3,3,2,28,6,2,60
6,594503,6,3,3,2,34,6,1,150
1,594701,6,1,3,4,64,2,1,50
3,594701,6,1,3,4,67,2,1,50
4,594701,6,1,3,4,69,2,1,45
3,594802,6,3,3,2,56,3,1,80
5,594802,6,3,3,2,60,3,1,110
6,594802,6,3,3,2,62,3,1,70
7,594802,6,3,3,2,64,3,1,120
2,594901,5,2,4,3,43,4,1,70
3,594901,5,2,4,3,45,4,1,100
4,594901,5,2,4,3,47,4,1,150
5,594901,5,2,4,3,49,4,1,150
6,594901,5,2,4,3,51,4,1,160
7,594901,5,2,4,3,53,4,1,150
1,595002,6,2,3,2,35,6,1,50
2,595002,6,2,3,2,36,6,1,50
3,595002,6,2,3,2,38,6,1,80
4,595002,6,2,3,2,40,6,1,100
5,595002,6,2,3,2,42,6,1,140
6,595002,6,2,3,2,44,6,1,120
7,595002,6,2,3,2,46,6,1,150
6,595202,6,2,4,3,51,7,1,100
7,595202,6,2,4,3,53,7,1,150
6,595301,6,1,4,3,68,2,1,20
2,595802,4,2,3,1,34,5,1,70
