WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,JOBSAL
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,월 급여
1,7702,12,3,5,6,32,7,1,192
2,7702,12,3,5,6,33,7,1,250
3,7702,12,3,5,6,35,7,1,250
4,7702,12,3,5,6,37,7,1,250
5,7702,12,3,5,6,39,7,1,350
6,7702,12,3,5,6,41,7,1,350
7,7702,12,3,5,6,43,7,1,350
2,7802,3,4,2,2,40,7,1,100
3,7802,3,4,2,2,42,7,1,100
4,7802,3,4,2,2,44,7,1,500
5,7802,3,4,2,2,46,7,1,300
6,7802,3,4,2,2,48,7,1,150
7,7802,3,4,2,2,50,7,1,180
6,7803,4,4,3,2,23,6,2,90
7,7803,4,4,3,2,25,6,2,180
1,8102,3,3,3,1,37,7,1,150
2,8102,3,3,3,1,38,7,1,250
3,8102,3,3,3,1,40,7,1,200
4,8102,3,3,3,1,42,7,1,250
5,8102,3,3,3,1,44,7,1,200
6,8102,3,3,3,1,46,7,1,280
7,8102,3,3,3,1,48,7,1,200
2,8202,3,3,3,1,36,7,1,350
3,8202,3,3,3,1,38,7,1,180
4,8202,3,3,3,1,40,7,1,250
5,8202,3,3,3,1,42,7,1,200
1,8302,6,4,2,4,39,8,1,250
2,8302,6,4,2,4,40,8,1,200
3,8302,6,4,2,4,42,8,1,200
4,8302,6,4,2,4,44,8,1,417
4,8402,6,3,3,2,44,5,1,100
5,8402,6,3,3,2,46,5,1,120
6,8402,6,3,3,2,48,5,1,300
7,8402,6,3,3,2,50,5,1,190
1,8502,7,4,3,3,30,7,2,250
2,8502,7,4,3,3,31,7,2,150
3,8502,7,4,3,3,33,7,2,200
4,8502,7,4,3,3,35,7,2,180
5,8502,7,4,3,3,37,7,2,200
6,8502,7,4,3,3,39,7,2,200
7,8502,7,4,3,3,41,7,2,250
3,8503,7,4,3,3,31,7,2,200
5,8503,7,4,3,3,35,7,2,350
7,8503,7,4,3,3,39,7,2,350
4,8602,6,3,3,3,45,5,1,105
5,8602,6,3,3,3,47,5,1,130
6,8602,6,3,3,3,49,5,1,120
7,8602,6,3,3,3,51,5,1,150
1,8801,4,2,3,1,28,6,2,130
1,8901,10,6,3,1,25,7,2,130
2,8901,10,6,3,1,26,7,2,150
3,8901,10,6,3,1,28,7,2,150
1,9001,3,5,3,2,25,7,2,200
2,9001,3,5,3,2,26,7,2,150
2,9202,3,4,3,2,43,7,1,50
3,9202,3,4,3,2,45,7,1,100
1,9402,8,4,3,4,25,6,2,150
2,9402,8,4,3,4,26,6,2,180
3,9402,8,4,3,4,28,6,1,180
4,9402,8,4,3,4,30,6,1,230
5,9402,8,4,3,4,32,6,1,225
6,9402,8,4,3,4,34,6,1,200
7,9402,8,4,3,4,36,6,1,300
1,9501,6,1,5,3,64,2,1,30
3,9502,12,1,5,6,32,2,1,200
4,9502,12,1,5,6,34,2,1,150
5,9502,12,1,5,6,36,2,1,150
6,9502,12,1,5,6,38,2,1,150
3,9503,12,1,5,6,27,4,2,150
4,9503,12,1,5,6,29,4,2,150
6,9603,3,4,3,2,35,6,1,250
2,9604,3,4,3,2,25,6,2,130
3,9604,3,4,3,2,27,6,2,160
4,9604,3,4,3,2,29,6,2,100
7,9604,3,4,3,2,35,6,2,120
1,9701,2,4,3,2,31,6,2,120
1,9802,6,2,3,2,44,3,1,150
2,9802,6,2,3,2,45,3,1,170
3,9802,6,2,3,2,47,3,1,150
1,9803,4,4,3,3,22,6,2,140
2,9803,4,4,3,3,23,6,2,150
3,9803,4,4,3,3,25,6,2,150
5,9803,4,4,3,3,29,6,2,250
6,9803,4,4,3,3,31,6,1,250
7,9803,4,4,3,3,33,6,1,260
3,9804,4,4,3,2,25,6,2,150
6,9804,4,4,3,2,31,6,1,230
7,9804,4,4,3,2,33,6,1,250
2,9805,4,4,3,2,19,4,2,150
3,9805,4,4,3,2,21,4,2,150
1,10402,5,4,3,2,28,4,1,140
2,10402,5,4,3,2,29,4,1,200
1,10501,4,3,3,2,26,6,2,150
4,10501,4,3,3,2,31,6,1,220
6,10501,4,3,3,2,35,6,1,320
7,10501,4,3,3,2,37,6,1,320
1,10602,7,4,3,3,36,5,1,160
2,10602,7,4,3,3,37,5,1,150
3,10602,7,4,3,3,39,5,1,150
4,10602,7,4,3,3,41,5,1,200
1,10701,2,4,3,2,27,6,2,167
2,10701,2,4,3,2,28,6,2,150
3,10701,2,4,3,2,30,6,2,180
1,10803,5,2,4,3,33,4,2,250
2,10803,5,2,4,3,34,4,2,200
3,10803,5,2,4,3,36,4,2,200
4,10803,5,2,4,3,38,4,1,170
5,10803,5,2,4,3,40,4,1,300
1,10902,11,4,4,4,23,4,1,120
2,10902,11,4,4,4,24,4,1,80
5,10902,11,4,4,4,30,4,1,90
6,10902,11,4,4,4,32,4,1,90
7,10902,11,4,4,4,34,4,1,100
2,11002,5,4,3,3,33,6,1,140
3,11002,5,4,3,3,35,6,1,130
4,11002,5,4,3,3,37,6,1,180
5,11002,5,4,3,3,39,6,1,200
7,11002,5,4,3,3,43,6,1,250
4,11102,6,2,3,3,40,6,1,150
5,11102,6,2,3,3,42,6,1,150
6,11102,6,2,3,3,44,6,1,60
1,11301,6,4,4,1,46,2,1,350
2,11301,6,4,4,1,47,2,1,300
5,11402,3,4,3,1,53,4,1,40
6,11402,3,4,3,1,55,4,1,50
7,11402,3,4,3,1,57,4,1,80
1,11502,4,4,2,2,38,5,1,110
2,11502,4,4,2,2,39,5,1,100
3,11502,4,4,2,2,41,5,1,120
4,11502,4,4,2,2,43,5,1,100
5,11502,4,4,2,2,45,5,1,150
6,11502,4,4,2,2,47,5,1,180
1,11602,12,4,4,6,47,4,1,180
3,11602,12,4,4,6,50,4,1,150
1,11902,2,4,2,2,50,4,1,150
3,11902,2,4,2,2,53,4,1,180
4,11902,2,4,2,2,55,4,1,120
5,11902,2,4,2,2,57,4,1,120
3,12202,8,3,3,3,36,6,1,60
4,12202,8,3,3,3,38,6,1,139
5,12202,8,3,3,3,40,6,1,200
6,12202,8,3,3,3,42,6,1,220
7,12202,8,3,3,3,44,6,1,245
2,12302,6,2,4,3,26,4,1,40
3,12302,6,2,4,3,28,4,1,100
5,12302,6,2,4,3,32,4,1,135
7,12302,6,2,4,3,36,4,1,210
1,12402,6,2,3,3,37,4,1,100
2,12502,2,2,2,2,50,3,1,40
3,12503,8,4,3,3,25,6,2,150
4,12503,8,4,3,3,27,6,2,150
1,12603,9,3,3,2,40,4,1,40
2,12603,9,3,3,2,41,4,1,100
3,12603,9,3,3,2,43,4,1,100
4,12603,9,3,3,2,45,4,1,70
5,12603,9,3,3,2,47,4,1,70
6,12603,9,3,3,2,49,4,1,100
7,12603,9,3,3,2,51,4,1,70
5,12605,5,4,3,2,21,4,2,120
6,12605,5,4,3,2,23,4,2,96
7,12605,5,4,3,2,25,4,2,250
1,12701,5,4,3,3,22,6,2,200
6,12902,12,4,4,6,48,4,1,90
7,12902,12,4,4,6,50,4,1,60
2,13102,6,2,3,3,31,7,1,200
1,13302,12,2,5,6,49,4,1,300
2,13302,12,2,5,6,50,4,1,500
3,13302,12,2,5,6,52,4,1,300
4,13303,1,6,2,1,26,7,2,300
5,13303,1,6,2,1,28,7,2,350
7,13303,1,6,2,1,32,7,2,360
1,13502,5,6,2,2,30,6,1,10
2,13502,5,6,2,2,31,6,1,100
6,13502,5,6,2,2,39,6,1,20
7,13502,5,6,2,2,41,6,1,25
1,13602,6,1,4,1,46,4,1,60
2,13602,6,1,4,1,47,4,1,60
3,13602,6,1,4,1,49,4,1,70
4,13602,6,1,4,1,51,4,1,80
5,13602,6,1,4,1,53,4,1,80
6,13602,6,1,4,1,55,4,1,90
7,13602,6,1,4,1,57,4,1,90
4,13603,8,4,3,3,25,7,2,172
5,13603,8,4,3,3,27,7,2,180
7,13802,6,2,3,3,48,6,1,50
1,14102,2,6,3,4,34,7,1,240
2,14102,2,6,3,4,35,7,1,220
3,14102,2,6,3,4,37,7,1,300
4,14102,2,6,3,4,39,7,1,300
1,14602,9,3,4,3,44,4,1,87
1,14702,12,3,5,6,44,3,1,125
5,15202,9,3,3,3,52,5,1,60
6,15202,9,3,3,3,54,5,1,250
7,15202,9,3,3,3,56,5,1,180
1,15302,5,6,3,2,27,7,1,100
2,15302,5,6,3,2,28,7,1,100
1,15402,2,4,1,2,31,7,2,150
2,15402,2,4,1,2,32,7,2,180
3,15402,2,4,1,2,34,7,1,100
1,15701,6,2,4,2,46,4,1,100
2,15701,6,2,4,2,47,4,1,120
3,15701,6,2,4,2,49,4,1,120
2,15801,6,1,4,2,59,2,1,77
4,15902,5,3,3,2,37,4,1,60
5,15902,5,3,3,2,39,4,1,80
6,15902,5,3,3,2,41,4,1,75
7,15902,5,3,3,2,43,4,1,140
1,16002,-9,-9,4,2,40,2,1,200
2,16002,-9,-9,4,2,41,2,1,80
3,16002,-9,-9,4,2,43,2,1,90
4,16002,-9,-9,4,2,45,2,1,70
5,16002,-9,-9,4,2,47,2,1,70
4,16102,9,2,4,2,60,3,1,110
5,16102,9,2,4,2,62,3,1,119
6,16102,9,2,4,2,64,3,1,120
4,16202,3,4,3,1,40,7,1,200
5,16202,3,4,3,1,42,7,1,500
6,16202,3,4,3,1,44,7,1,450
7,16202,3,4,3,1,46,7,1,200
4,16802,6,1,5,2,65,1,1,70
5,16802,6,1,5,2,67,1,1,100
6,16802,6,1,5,2,69,1,1,100
7,16802,6,1,5,2,71,3,1,110
3,16804,6,3,2,2,33,6,1,120
1,16902,5,2,3,3,32,4,1,110
2,16902,5,2,3,3,33,4,1,150
2,17003,2,4,2,2,28,6,2,100
1,17201,7,2,3,3,47,5,2,100
2,17301,5,-9,-9,1,55,2,1,150
3,17301,5,-9,-9,1,57,2,1,180
4,17301,5,-9,-9,1,59,2,1,200
5,17301,5,-9,-9,1,61,2,1,210
6,17301,5,-9,-9,1,63,2,1,150
3,17302,4,4,3,4,29,5,2,200
4,17302,4,4,3,4,31,5,2,500
5,17302,4,4,3,4,33,5,2,700
3,17304,4,4,3,3,26,6,1,130
4,17304,4,4,3,3,28,6,1,130
5,17304,4,4,3,3,30,6,1,180
1,17402,9,-9,3,3,51,5,1,90
2,17402,9,-9,3,3,52,5,1,80
3,17402,9,-9,3,3,54,5,1,130
4,17402,9,-9,3,3,56,5,1,100
5,17402,9,-9,3,3,58,5,1,150
6,17402,9,-9,3,3,60,5,1,78
7,17402,9,-9,3,3,58,5,1,100
2,17602,5,2,4,4,45,4,1,90
3,17602,5,2,4,4,47,4,1,20
5,17602,5,2,4,4,51,4,1,140
6,17602,5,2,4,4,53,4,1,100
7,17602,5,2,4,4,55,4,1,100
2,17803,7,3,3,3,32,4,2,80
1,17902,6,1,4,1,47,5,1,85
2,17902,6,1,4,1,48,5,1,90
3,17902,6,1,4,1,50,5,1,110
4,17902,6,1,4,1,52,5,1,80
7,17902,6,1,4,1,58,5,1,190
2,17903,4,4,4,1,27,4,2,100
3,17903,4,4,4,1,29,4,2,160
5,18002,3,2,2,2,66,5,1,120
7,18002,3,2,2,2,70,5,1,50
2,18202,6,4,3,3,56,5,1,18
3,18202,6,4,3,3,58,5,1,37
4,18202,6,4,3,3,60,5,1,80
1,18502,1,3,3,2,38,7,1,200
4,18503,2,6,3,1,21,7,2,150
5,18503,2,6,3,1,23,7,2,150
6,18503,2,6,3,1,25,7,2,200
6,18504,1,6,3,2,22,5,2,150
2,18702,4,4,3,2,30,6,1,150
3,18702,4,4,3,2,32,6,1,170
4,18702,4,4,3,2,34,6,1,200
5,18702,4,4,3,2,36,6,1,220
6,18702,4,4,3,2,38,6,1,230
5,18902,5,4,3,3,44,7,1,70
6,18902,5,4,3,3,46,7,1,110
1,19002,6,4,3,1,41,4,1,350
3,19002,6,4,3,1,44,4,1,400
4,19002,6,4,3,1,46,4,1,400
5,19002,6,4,3,1,48,4,1,450
6,19002,6,4,3,1,50,4,1,60
7,19002,6,4,3,1,52,4,1,70
4,19003,5,4,2,3,21,6,2,150
6,19003,5,4,2,3,25,6,2,140
7,19003,5,4,2,3,27,6,2,160
6,19004,5,4,3,2,23,6,2,140
1,19202,4,2,3,3,24,6,2,120
2,19202,4,2,3,3,25,6,2,150
3,19202,4,2,3,3,27,6,2,180
4,19202,4,2,3,3,29,6,2,150
5,19202,4,2,3,3,31,6,2,230
6,19202,4,2,3,3,33,6,1,250
7,19202,4,2,3,3,35,6,1,280
2,19302,7,4,3,3,34,4,2,160
3,19302,7,4,3,3,36,4,2,170
6,19302,7,4,3,3,42,4,1,170
1,19402,9,4,3,3,34,5,1,100
2,19502,4,2,3,4,32,6,1,25
3,19502,4,2,3,4,34,6,1,25
4,19502,4,2,3,4,36,6,1,75
5,19502,4,2,3,4,38,6,1,110
6,19502,4,2,3,4,40,6,1,140
2,19601,6,3,4,5,43,3,1,60
1,19701,1,3,3,3,48,4,1,100
2,19701,1,3,3,3,49,4,1,120
3,19701,1,3,3,3,51,4,1,120
4,19701,1,3,3,3,53,4,1,100
5,19702,7,4,3,4,33,4,2,200
6,19702,7,4,3,4,35,4,2,200
7,19702,7,4,3,4,37,4,2,200
5,19703,12,4,4,6,23,5,2,170
2,19802,9,4,4,3,37,7,1,200
3,19802,9,4,4,3,39,7,1,150
4,19802,9,4,4,3,41,7,1,200
5,19802,9,4,4,3,43,7,1,175
6,19802,9,4,4,3,45,7,1,200
7,19802,9,4,4,3,47,7,1,200
1,19902,2,4,4,3,38,3,1,40
2,19902,2,4,4,3,39,3,1,40
3,19902,2,4,4,3,41,3,1,140
4,19902,2,4,4,3,43,3,1,110
5,19902,2,4,4,3,45,3,1,150
6,19902,2,4,4,3,47,3,1,150
7,19902,2,4,4,3,49,3,1,180
1,20002,4,4,4,5,30,4,1,300
1,20101,5,3,5,4,38,4,2,83
5,20402,2,3,3,2,44,7,1,150
6,20402,2,3,3,2,46,7,1,140
7,20402,2,3,3,2,48,7,1,200
4,20602,5,2,3,2,53,3,1,60
5,20602,5,2,3,2,55,3,1,70
6,20602,5,2,3,2,57,3,1,70
7,20602,5,2,3,2,59,3,1,130
6,20603,7,3,4,3,30,6,2,180
7,20604,9,3,4,3,28,6,2,200
4,20702,6,3,3,2,34,6,1,100
6,20702,6,3,3,2,38,6,1,130
7,20702,6,3,3,2,40,6,1,120
1,20902,1,3,3,4,27,6,1,150
2,20902,1,3,3,4,28,6,1,250
3,20902,1,3,3,4,30,6,1,350
5,20902,1,3,3,4,34,6,1,350
6,20902,1,3,3,4,36,6,1,300
3,21101,6,4,2,2,48,7,1,500
4,21101,6,4,2,2,50,7,1,300
5,21101,6,4,2,2,52,7,1,120
6,21101,6,4,2,2,54,7,1,200
1,21202,3,6,3,2,44,7,1,40
2,21202,3,6,3,2,45,7,1,100
3,21202,3,6,3,2,47,7,1,250
4,21202,3,6,3,2,49,7,1,200
5,21202,3,6,3,2,51,7,1,300
6,21202,3,6,3,2,53,7,1,350
7,21202,3,6,3,2,55,7,1,380
3,21302,6,1,3,2,61,5,1,40
4,21302,6,1,3,2,63,5,1,50
5,21504,2,6,2,2,30,8,2,266
4,21505,2,8,3,2,26,7,2,250
6,21702,6,2,4,3,68,3,1,150
7,21702,6,2,4,3,70,3,1,150
6,21704,6,3,4,2,39,6,1,300
7,21704,6,3,4,2,41,6,1,300
5,21802,12,3,4,6,38,6,1,60
2,22002,7,2,3,2,49,4,1,140
1,22003,5,4,3,2,19,6,2,40
2,22003,5,4,3,2,20,6,2,90
2,22202,10,4,4,4,54,6,1,130
3,22202,10,4,4,4,56,6,1,70
1,22203,1,6,1,2,25,8,2,60
6,22203,1,6,1,2,34,9,1,80
7,22203,1,6,1,2,36,9,1,120
4,22302,5,4,4,2,41,6,1,100
1,22502,6,3,4,2,34,7,1,250
2,22502,6,3,4,2,35,7,1,350
3,22502,6,3,4,2,37,7,1,400
4,22502,6,3,4,2,39,7,1,400
5,22502,6,3,4,2,41,7,1,400
6,22502,6,3,4,2,43,7,1,400
7,22502,6,3,4,2,45,7,1,600
1,22702,1,4,4,4,39,7,1,100
6,22803,3,6,3,4,29,7,2,250
7,22803,3,6,3,4,31,7,2,260
2,23002,5,3,2,2,29,8,1,270
3,23002,5,3,2,2,31,8,1,330
4,23002,5,3,2,2,33,8,1,250
5,23002,5,3,2,2,35,8,1,400
6,23002,5,3,2,2,37,8,1,700
7,23002,5,3,2,2,39,8,1,750
4,23102,9,3,3,3,40,7,1,130
5,23102,9,3,3,3,42,7,1,170
6,23102,9,3,3,3,44,7,1,170
7,23102,9,3,3,3,46,7,1,180
5,23202,6,2,3,3,38,6,1,28
6,23202,6,2,3,3,40,6,1,40
1,23301,9,6,4,2,38,7,2,270
1,23302,9,6,4,2,36,7,2,80
4,23402,3,4,3,2,35,4,1,70
5,23402,3,4,3,2,37,4,1,100
6,23402,3,4,3,2,39,4,1,100
7,23402,3,4,3,2,41,4,1,126
4,23502,6,1,4,3,67,4,1,50
5,23502,6,1,4,3,69,4,1,200
6,23502,6,1,4,3,71,4,1,500
7,23502,6,1,4,3,73,4,1,100
5,23602,9,3,4,4,40,4,1,100
6,23602,9,3,4,4,42,4,1,150
7,23602,9,3,4,4,44,4,1,200
1,23903,3,6,2,2,25,8,2,250
7,24101,3,4,3,2,54,7,2,110
1,24202,4,2,3,3,39,7,1,150
2,24202,4,2,3,3,40,7,1,200
4,24202,4,2,3,3,44,7,1,400
5,24202,4,2,3,3,46,7,1,300
6,24202,4,2,3,3,48,7,1,200
7,24202,4,2,3,3,50,7,1,200
3,24302,9,3,3,2,46,4,1,100
4,24302,9,3,3,2,48,4,1,100
3,24303,3,4,3,3,23,4,2,140
1,24402,7,4,3,3,39,4,1,200
3,24402,7,4,3,3,42,4,1,150
1,25002,2,6,2,2,38,7,1,200
2,25002,2,6,2,2,39,7,1,200
3,25002,2,6,2,2,41,7,1,200
4,25002,2,6,2,2,43,7,1,200
6,25002,2,6,2,2,47,7,1,300
1,25102,6,3,3,2,53,3,1,80
3,25102,6,3,3,2,56,3,1,40
4,25102,6,3,3,2,58,3,1,30
5,25102,6,3,3,2,60,3,1,20
6,25102,6,3,3,2,62,3,1,40
1,25301,3,4,4,4,34,5,1,150
2,25301,3,4,4,4,35,5,1,100
4,25401,12,4,3,6,50,2,1,43
6,25401,12,4,3,6,54,2,1,100
7,25401,12,4,3,6,56,2,1,150
4,25502,12,4,3,6,37,4,1,500
6,25502,12,4,3,6,41,4,1,10
1,25602,5,2,4,2,34,5,1,250
2,25602,5,2,4,2,35,5,1,208
3,25602,5,2,4,2,37,5,1,180
4,25602,5,2,4,2,39,5,1,250
5,25602,5,2,4,2,41,5,1,270
6,25602,5,2,4,2,43,5,1,290
7,25602,5,2,4,2,45,5,1,300
2,25702,6,1,4,6,62,1,1,100
3,25702,6,1,4,6,64,1,1,80
7,25702,6,1,4,6,72,1,1,50
1,25902,5,6,3,3,39,7,1,375
2,25902,5,6,3,3,40,7,1,400
3,25902,5,6,3,3,42,7,1,300
4,25902,5,6,3,3,44,7,1,400
6,25902,5,6,3,3,48,7,1,550
7,25902,5,6,3,3,50,7,1,550
1,26002,6,2,3,2,40,8,1,300
3,26102,6,1,3,3,54,2,1,100
4,26102,6,1,3,3,56,2,1,140
5,26102,6,1,3,3,58,2,1,130
6,26102,6,1,3,3,60,2,1,150
1,26103,4,2,3,2,27,6,2,170
2,26103,4,2,3,2,28,6,2,170
3,26103,4,2,3,2,30,6,2,120
5,26103,4,2,3,2,34,6,2,150
6,26103,4,2,3,2,36,6,2,150
1,26202,4,3,5,3,38,4,1,100
5,26202,4,3,5,3,45,4,1,130
6,26202,4,3,5,3,47,4,1,130
7,26202,4,3,5,3,49,4,1,150
5,26302,4,2,3,3,41,5,1,50
6,26302,4,2,3,3,43,5,1,120
7,26302,4,2,3,3,45,5,1,120
1,26402,8,4,3,1,28,4,1,200
2,26402,8,4,3,1,29,4,1,300
3,26402,8,4,3,1,31,4,1,350
1,26502,1,3,4,3,32,5,1,98
2,26502,1,3,4,3,33,5,1,110
4,26502,1,3,4,3,37,5,1,70
5,26502,1,3,4,3,39,5,1,120
6,26502,1,3,4,3,41,5,1,150
7,26502,1,3,4,3,43,5,1,180
1,26702,12,4,3,6,49,7,1,100
2,26702,12,4,3,6,50,7,1,100
3,26702,12,4,3,6,52,7,1,105
4,26702,12,4,3,6,54,7,1,140
5,26702,12,4,3,6,56,7,1,200
6,26702,12,4,3,6,58,7,1,250
7,26702,12,4,3,6,60,7,1,250
1,26801,6,3,3,1,39,5,2,30
4,26902,9,2,4,3,44,4,1,60
5,26902,9,2,4,3,46,4,1,45
6,26902,9,2,4,3,48,4,1,110
7,26902,9,2,4,3,50,4,1,140
1,27002,5,4,3,2,36,7,1,250
2,27002,5,4,3,2,37,7,1,300
3,27002,5,4,3,2,39,7,1,330
4,27002,5,4,3,2,41,7,1,330
5,27002,5,4,3,2,43,7,1,350
6,27002,5,4,3,2,45,7,1,500
7,27002,5,4,3,2,47,7,1,530
4,27301,3,8,2,1,50,5,1,200
5,27301,3,8,2,1,52,5,1,200
6,27301,3,8,2,1,54,5,1,150
7,27301,3,8,2,1,56,5,1,100
1,27401,4,4,3,3,24,6,2,180
3,27401,4,4,3,3,27,6,2,200
4,27401,4,4,3,3,29,6,1,220
7,27401,4,4,3,3,35,6,1,250
1,27501,5,4,3,3,50,4,1,100
3,27501,5,4,3,3,53,4,1,120
4,27501,5,4,3,3,55,4,1,120
3,27502,-9,4,3,4,24,5,2,170
1,27601,3,5,3,3,42,6,1,130
2,27601,3,5,3,3,43,6,1,130
3,27601,3,5,3,3,45,6,1,100
4,27601,3,5,3,3,47,6,1,200
5,27601,3,5,3,3,49,6,1,150
7,27601,3,5,3,3,53,6,1,250
1,27702,4,2,4,3,41,4,1,100
6,27703,5,4,3,3,22,6,2,160
7,27703,5,4,3,3,24,6,2,200
1,27802,6,3,4,1,50,3,1,60
2,27802,6,3,4,1,51,3,1,60
3,27802,6,3,4,1,53,3,1,70
4,27802,6,3,4,1,55,3,1,90
5,27802,6,3,4,1,57,3,1,100
6,27802,6,3,4,1,59,3,1,110
7,27802,6,3,4,1,61,3,1,98
2,27803,3,4,4,3,26,6,2,170
3,27803,3,4,4,3,28,6,2,130
7,27803,3,4,4,3,36,6,1,100
4,27902,-9,2,3,3,45,7,1,60
7,27902,-9,2,3,3,51,7,1,75
1,28002,2,2,4,2,41,8,1,300
2,28002,2,2,4,2,42,8,1,383
3,28002,2,2,4,2,44,8,1,350
4,28002,2,2,4,2,46,8,1,400
5,28002,2,2,4,2,48,8,1,400
6,28002,2,2,4,2,50,8,1,400
7,28002,2,2,4,2,52,8,1,450
6,28003,2,6,3,2,24,7,2,80
5,28102,7,2,3,3,41,7,1,90
7,28102,7,2,3,3,45,7,1,180
1,28202,1,2,3,2,41,6,1,33
1,28302,4,4,3,3,42,7,1,200
3,28302,4,4,3,3,45,7,1,200
1,28501,6,6,4,4,28,8,2,150
2,28501,6,6,4,4,29,8,2,200
3,28501,6,6,4,4,31,8,2,190
4,28501,6,6,4,4,33,8,2,250
6,28501,6,6,4,4,37,8,2,250
1,28602,6,1,4,4,47,3,1,500
2,28702,6,3,3,3,45,5,1,100
5,28702,6,3,3,3,51,5,1,100
6,28702,6,3,3,3,53,5,1,100
7,28702,6,3,3,3,55,5,1,150
6,28703,2,4,2,2,23,7,2,200
2,28801,2,4,3,4,24,7,2,350
1,28802,12,4,4,6,19,6,2,20
1,28901,5,4,2,2,36,6,2,120
2,28901,5,4,2,2,37,6,2,200
3,28901,5,4,2,2,39,6,2,200
4,28901,5,4,2,2,41,6,2,100
5,28901,5,4,2,2,43,6,2,100
6,28901,5,4,2,2,45,6,2,100
7,28901,5,4,2,2,47,6,2,100
2,28903,5,4,3,1,35,7,2,150
3,28903,5,4,3,1,37,7,2,150
1,29202,2,5,3,2,41,7,1,120
2,29202,2,5,3,2,42,7,1,100
3,29202,2,5,3,2,44,7,1,120
4,29202,2,5,3,2,46,7,1,80
6,29202,2,5,3,2,50,7,1,100
7,29202,2,5,3,2,52,7,1,50
2,29301,9,2,4,6,48,3,1,60
1,29401,4,4,3,4,42,4,2,400
2,29401,4,4,3,4,43,4,2,200
3,29401,4,4,3,4,45,4,2,200
4,29401,4,4,3,4,47,4,2,350
5,29401,4,4,3,4,49,4,2,400
1,29502,7,3,4,2,37,5,1,225
2,29502,7,3,4,2,38,5,1,250
2,29802,3,4,3,2,45,4,1,100
3,29802,3,4,3,2,47,4,1,150
4,29802,3,4,3,2,49,4,1,100
5,29802,3,4,3,2,51,4,1,70
5,30002,5,4,3,3,34,4,1,120
6,30002,5,4,3,3,36,4,1,130
7,30002,5,4,3,3,38,4,1,120
2,30402,2,4,4,3,32,6,1,250
3,30402,2,4,4,3,34,6,1,200
4,30402,2,4,4,3,36,6,1,250
5,30402,2,4,4,3,38,6,1,60
5,30604,7,3,4,2,21,4,2,50
3,30701,6,1,2,2,60,3,1,50
4,30701,6,1,2,2,62,3,1,75
5,30701,6,1,2,2,64,3,1,70
6,30701,6,1,2,2,66,3,1,80
7,30701,6,1,2,2,68,3,1,90
6,31002,4,6,2,3,44,6,1,150
7,31002,4,6,2,3,46,6,1,200
1,31102,12,6,2,6,35,6,1,100
2,31102,12,6,2,6,36,6,1,200
3,31102,12,6,2,6,38,6,1,250
4,31102,12,6,2,6,40,6,1,150
5,31102,12,6,2,6,42,6,1,200
6,31102,12,6,2,6,44,6,1,200
7,31102,12,6,2,6,46,6,1,210
3,31802,1,5,1,1,41,7,1,100
5,31802,1,5,1,1,45,7,1,400
6,31802,1,5,1,1,47,7,1,300
7,31802,1,5,1,1,49,7,1,200
4,32002,9,2,5,3,42,3,1,130
5,32202,9,2,5,5,52,3,1,140
7,32202,9,2,5,5,56,3,1,200
2,32402,9,2,4,3,34,5,1,80
3,32402,9,2,4,3,36,5,1,130
4,32402,9,2,4,3,38,5,1,150
5,32402,9,2,4,3,40,5,1,150
6,32402,9,2,4,3,42,5,1,160
7,32402,9,2,4,3,44,5,1,170
7,32404,4,4,3,1,19,6,2,60
1,32502,1,5,2,3,49,5,1,63
2,32502,1,5,2,3,50,5,1,75
3,32502,1,5,2,3,52,5,1,70
4,32502,1,5,2,3,54,5,1,65
5,32502,1,5,2,3,56,5,1,110
6,32502,1,5,2,3,58,5,1,90
7,32502,1,5,2,3,60,5,1,100
3,32504,9,4,3,3,26,7,2,200
5,32504,9,4,3,3,30,7,2,200
2,32601,6,1,3,1,58,1,1,300
4,32601,6,1,3,1,62,1,1,150
6,32601,6,1,3,1,66,1,1,150
7,32601,6,1,3,1,68,1,1,100
3,32802,2,6,3,2,39,7,1,180
4,32802,2,6,3,2,41,7,1,80
5,32802,2,6,3,2,43,7,1,200
6,32802,2,6,3,2,45,7,1,200
7,32802,2,6,3,2,47,7,1,200
2,32903,4,3,3,3,28,7,2,150
1,33002,6,3,4,2,34,3,1,50
2,33002,6,3,4,2,35,3,1,50
3,33002,6,3,4,2,37,3,1,65
4,33002,6,3,4,2,39,3,1,155
5,33002,6,3,4,2,41,3,1,190
6,33002,6,3,4,2,43,3,1,200
7,33002,6,3,4,2,45,3,1,240
2,33102,12,3,4,6,35,4,1,80
3,33102,12,3,4,6,37,4,1,80
3,33202,3,2,4,3,45,6,1,120
4,33202,3,2,4,3,47,6,1,130
5,33202,3,2,4,3,49,6,1,160
6,33202,3,2,4,3,51,6,1,160
7,33202,3,2,4,3,53,6,1,180
7,33203,8,6,3,2,26,6,2,60
1,33401,6,2,4,2,49,3,1,30
2,33401,6,2,4,2,50,3,1,50
3,33401,6,2,4,2,52,3,1,60
4,33401,6,2,4,2,54,3,1,40
5,33401,6,2,4,2,56,3,1,20
