,,성장환경,,,,개인 spec.,,,,,,일자리 특징,,,,종속변수,,,,,,,,
WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,P02ED07,P02MC01,P02ED16,WCSEL01,PP99RA,WCKD,WCEMP,JOBSAL,P03SJ01,P03RT04,P03JH03,P06SJ01,P06RT04,W10EJ01B,W09SJ01,W09TW09D
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,고등학교 종류,대학전공,대학소재지,일자리구분(정규/비정규),직위,직장종류,사업체 직원 수,월 급여,첫 직장입직,첫 직장 퇴직,첫직장 유지,새로운 일자리 입직,하던일 퇴직,최근 일자리 그만둔 시점,이전일자리 입직,이전일자리 퇴직
7,903902,6,4,3,3,44,7,1,,,,2,1,3,3,150,,,,,,,,
1,904002,5,4,2,2,39,7,1,2,6,16,,,,,,1991,1996,2,,1996,1996,1991,1996
2,904002,5,4,2,2,40,7,1,,,,,,,,,,,,,,,,
3,904002,5,4,2,2,42,7,1,,,,,,,,,,,,,,,,
4,904002,5,4,2,2,44,7,1,,,,,,,,,,,,,,,,
5,904002,5,4,2,2,46,7,1,,,,,,,,,,,,,,,,
6,904002,5,4,2,2,48,7,1,,,,,,,,,,,,,,,,
1,904102,5,4,4,1,30,6,1,3,6,16,,3,,,30,1998,,1,,,,,
2,904102,5,4,4,1,31,6,1,,,,,3,,,0,,,,,,,,
3,904102,5,4,4,1,33,6,1,,,,,3,,,,,,,,,,,
4,904102,5,4,4,1,35,6,1,,,,,,,,,,,,,,,,
5,904102,5,4,4,1,37,6,1,,,,,,,,,,,,,,,,
6,904102,5,4,4,1,39,6,1,,,,,,,,,,,,,,,,
7,904102,5,4,4,1,41,6,1,,,,,,,,,,,,,,,,
1,904202,5,4,2,2,33,7,1,3,6,16,,,,,,1997,2006,2,,2006,2006,,
2,904202,5,4,2,2,34,7,1,,,,,,,,,,,,,,,,
4,904202,5,4,2,2,38,7,1,,,,,,,,,,,,,,,,
5,904202,5,4,2,2,40,7,1,,,,2,1,6,4,80,,,,,,,,
6,904202,5,4,2,2,42,7,1,,,,2,1,6,1,200,,,,,,,,
7,904202,5,4,2,2,44,7,1,,,,2,1,6,4,250,,,,,,,,
1,904302,6,4,3,2,39,6,1,3,6,16,,,,,,1991,1994,2,,1994,1994,1991,1994
2,904302,6,4,3,2,40,6,1,,,,,,,,,,,,,,,,
3,904302,6,4,3,2,42,6,1,,,,,,,,,,,,,,,,
4,904302,6,4,3,2,44,6,1,,,,,,,,,,,,,,,,
5,904302,6,4,3,2,46,6,1,,,,,,,,,,,,,,,,
6,904302,6,4,3,2,48,6,1,,,,,,,,,,,,,,,,
7,904302,6,4,3,2,50,6,1,,,,,2,,,1000,,,,,,,,
1,904402,6,4,3,2,33,6,1,1,1,16,,,,,,1996,1999,2,,1999,1999,1996,1999
2,904402,6,4,3,2,34,6,1,,,,,,,,,,,,,,,,
3,904402,6,4,3,2,36,6,1,,,,,,,,,,,,,,,,
4,904402,6,4,3,2,38,6,1,,,,,,,,,,,,,,,,
5,904402,6,4,3,2,40,6,1,,,,,,,,,,,,,,,,
6,904402,6,4,3,2,42,6,1,,,,2,1,4,1,120,,,,,,,,
7,904402,6,4,3,2,44,6,1,,,,,,,,,,,,,,,,
1,904501,12,0,3,6,28,6,2,2,1,16,1,1,1,2,150,2000,2003,2,,,,2004,2005
2,904501,12,0,3,6,29,6,2,,,,1,1,1,2,160,,,,,,,,
3,904501,12,0,3,6,31,6,1,,,,1,1,1,2,150,,,,,,,,
4,904501,12,0,3,6,33,6,1,,,,,,,,,,,,,,,,
6,904501,12,0,3,6,37,6,1,,,,,,,,,,,,,,,,
7,904501,12,0,3,6,39,6,1,,,,1,1,1,3,200,,,,,,,,
1,904602,5,4,2,2,35,6,1,1,2,16,,,,,,1994,2000,2,,2000,2000,1994,2000
2,904602,5,4,2,2,36,6,1,,,,2,1,9,2,65,,,,,,,,
3,904602,5,4,2,2,38,6,1,,,,,,,,,,,,,,,,
4,904602,5,4,2,2,40,6,1,,,,,,,,,,,,,,,,
5,904602,5,4,2,2,42,6,1,,,,,,,,,,,,,,,,
7,904602,5,4,2,2,46,6,1,,,,1,1,2,3,200,,,,,,,,
1,904702,5,4,4,3,29,4,1,3,,,,3,,,300,1999,2002,2,,,,1999,2002
2,904702,5,4,4,3,30,4,1,,,,,3,,,0,,,,,,,,
3,904702,5,4,4,3,32,4,1,,,,,,,,,,,,,,,,
4,904702,5,4,4,3,34,4,1,,,,,,,,,,,,,,,,
5,904702,5,4,4,3,36,4,1,,,,,,,,,,,,,,,,
6,904702,5,4,4,3,38,4,1,,,,,,,,,,,,,,,,
7,904702,5,4,4,3,40,4,1,,,,,,,,,,,,,,,,
1,904802,6,2,3,3,41,4,1,3,,,,3,,,0,1985,1994,2,,,,1985,1994
2,904802,6,2,3,3,42,4,1,,,,,3,,,0,,,,,,,,
3,904802,6,2,3,3,44,4,1,,,,,3,,,,,,,,,,,
4,904802,6,2,3,3,46,4,1,,,,,,,,,,,,,,,,
5,904802,6,2,3,3,48,4,1,,,,,,,,,,,,,,,,
6,904802,6,2,3,3,50,4,1,,,,,3,,,0,,,,,,,,
7,904802,6,2,3,3,52,4,1,,,,,3,,,0,,,,,,,,
1,904902,6,3,3,3,30,4,1,3,,,,,,,,1996,1997,2,,2004,2004,2002,2004
2,904902,6,3,3,3,31,4,1,,,,,,,,,,,,,,,,
3,904902,6,3,3,3,33,4,1,,,,2,1,1,1,96,,,,,,,,
4,904902,6,3,3,3,35,4,1,,,,,2,,,100,,,,,,,,
5,904902,6,3,3,3,37,4,1,,,,,2,,,45,,,,,,,,
6,904902,6,3,3,3,39,4,1,,,,,2,,,50,,,,,,,,
7,904902,6,3,3,3,41,4,1,,,,,2,,,100,,,,,,,,
1,905002,4,3,3,3,53,3,1,,,,,2,,,60,,,,,,,,
2,905002,4,3,3,3,54,3,1,,,,,2,,,60,,,,,,,,
3,905002,4,3,3,3,56,3,1,,,,,2,,,70,,,,,,,,
4,905002,4,3,3,3,58,3,1,,,,,,,,,,,,,,,,
5,905002,4,3,3,3,60,3,1,,,,,,,,,,,,,,,,
6,905002,4,3,3,3,62,3,1,,,,,2,,,150,,,,,,,,
7,905002,4,3,3,3,64,3,1,,,,,2,,,150,,,,,,,,
1,905003,1,6,3,2,23,7,2,2,14,16,1,1,6,4,180,2007,,1,,,,,
2,905003,1,6,3,2,24,7,2,,,,1,1,6,5,200,,,,,,,,
7,905003,1,6,3,2,34,7,1,,,,1,1,6,1,350,,,,,,,,
1,905102,12,0,4,6,62,1,1,,,,2,1,1,1,60,1965,1970,2,,,,1965,1970
2,905102,12,0,4,6,63,1,1,,,,2,1,1,1,50,,,,,,,,
3,905102,12,0,4,6,65,1,1,,,,2,1,1,1,48,,,,,,,,
4,905102,12,0,4,6,67,1,1,,,,2,1,1,1,5,,,,,,,,
5,905102,12,0,4,6,69,1,1,,,,2,1,1,1,40,,,,,,,,
6,905102,12,0,4,6,71,1,1,,,,2,1,1,1,96,,,,,,,,
1,905103,1,4,2,2,30,4,1,3,,,,,,,,1997,1998,2,,,2006,1997,1998
2,905103,1,4,2,2,31,4,1,,,,,,,,,,,,,,,,
3,905103,1,4,2,2,33,4,1,,,,,,,,,,,,,,,,
4,905103,1,4,2,2,35,4,1,,,,2,1,1,1,60,,,,,,,,
5,905103,1,4,2,2,37,4,1,,,,2,1,1,1,96,,,,,,,,
6,905103,1,4,2,2,39,4,1,,,,,,,,,,,,,,,,
7,905103,1,4,2,2,41,4,1,,,,2,1,1,1,100,,,,,,,,
1,905202,6,2,4,3,41,2,1,,,,2,1,1,1,120,1985,1990,2,,,,1995,2002
2,905202,6,2,4,3,42,2,1,,,,2,1,1,1,60,,,,,,,,
3,905202,6,2,4,3,44,2,1,,,,2,1,1,4,80,,,,,,,,
4,905202,6,2,4,3,46,2,1,,,,2,1,1,3,110,,,,,,,,
5,905202,6,2,4,3,48,2,1,,,,2,1,1,3,130,,,,,,,,
6,905202,6,2,4,3,50,2,1,,,,,,,,,,,,,,,,
7,905202,6,2,4,3,52,2,1,,,,,5,,,150,,,,,,,,
5,905203,6,3,3,3,21,6,2,3,3,16,1,1,1,4,140,2013,,1,,,,,
6,905203,6,3,3,3,23,6,2,,,,1,1,1,3,150,,,,,,,,
5,905204,6,3,3,3,19,6,2,3,13,16,,,,,,,,,,,,,
6,905205,6,3,4,3,20,6,2,3,1,16,,,,,,,,,,,,,
1,905302,6,1,4,3,63,2,1,,,,,,,,,,,,,,,,
2,905302,6,1,4,3,64,2,1,,,,,,,,,,,,,,,,
3,905302,6,1,4,3,66,2,1,,,,,,,,,,,,,,,,
4,905302,6,1,4,3,68,2,1,,,,,,,,,,,,,,,,
5,905302,6,1,4,3,70,2,1,,,,,,,,,,,,,,,,
6,905302,6,1,4,3,72,2,1,,,,,,,,,,,,,,,,
7,905302,6,1,4,3,74,2,1,,,,,,,,,,,,,,,,
1,905303,6,2,4,3,31,6,2,2,10,16,1,1,1,4,150,1998,2002,2,,,,1998,2002
2,905303,6,2,4,3,32,6,2,,,,1,1,1,2,100,,,,,,,,
1,905402,6,2,2,2,44,4,1,3,,,,3,,,0,1982,1984,2,,,,,
2,905402,6,2,2,2,45,4,1,,,,,3,,,0,,,,,,,,
3,905402,6,2,2,2,47,4,1,,,,,3,,,,,,,,,,,
4,905402,6,2,2,2,49,4,1,,,,,,,,,,,,,,,,
5,905402,6,2,2,2,51,4,1,,,,,,,,,,,,,,,,
6,905402,6,2,2,2,53,4,1,,,,,3,,,0,,,,,,,,
7,905402,6,2,2,2,55,4,1,,,,,3,,,0,,,,,,,,
4,905403,6,5,3,3,19,5,2,1,,,,,,,,2012,2012,2,,,,,
6,905405,6,5,3,2,19,6,2,1,1,16,,,,,,,,,,,,,
1,905502,6,3,3,2,37,5,1,2,,,2,1,1,2,150,1990,1992,2,,,,,
2,905502,6,3,3,2,38,5,1,,,,2,1,1,1,130,,,,,,,,
3,905502,6,3,3,2,40,5,1,,,,2,1,1,1,150,,,,,,,,
4,905502,6,3,3,2,42,5,1,,,,,2,,,300,,,,,,,,
5,905502,6,3,3,2,44,5,1,,,,,2,,,600,,,,,,,,
6,905502,6,3,3,2,46,5,1,,,,,2,,,800,,,,,,,,
7,905502,6,3,3,2,48,5,1,,,,,2,,,100,,,,,,,,
7,905503,1,6,2,2,19,7,2,1,3,16,,,,,,,,,,,,,
1,905602,6,1,3,2,63,2,1,,,,2,1,1,3,3,1978,1983,2,,,,,
2,905602,6,1,3,2,64,2,1,,,,,,,,,,,,,,,,
3,905602,6,1,3,2,66,2,1,,,,,3,,,,,,,,,,,
4,905602,6,1,3,2,68,2,1,,,,,,,,,,,,,,,,
5,905602,6,1,3,2,70,2,1,,,,,,,,,,,,,,,,
6,905602,6,1,3,2,72,2,1,,,,,,,,,,,,,,,,
7,905602,6,1,3,2,74,2,1,,,,,,,,,,,,,,,,
1,905702,6,4,2,2,45,4,1,3,,,,2,,,150,1981,1984,2,,,,1981,1984
2,905702,6,4,2,2,46,4,1,,,,,2,,,150,,,,,,,,
3,905702,6,4,2,2,48,4,1,,,,2,1,1,1,150,,,,,,,,
4,905702,6,4,2,2,50,4,1,,,,,,,,,,,,,,,,
5,905702,6,4,2,2,52,4,1,,,,,,,,,,,,,,,,
6,905702,6,4,2,2,54,4,1,,,,2,1,4,2,100,,,,,,,,
7,905702,6,4,2,2,56,4,1,,,,1,1,4,2,120,,,,,,,,
1,905802,6,1,3,2,59,4,1,3,,,,3,,,0,1967,1971,2,,,,1967,1971
2,905802,6,1,3,2,60,4,1,,,,,3,,,0,,,,,,,,
3,905802,6,1,3,2,62,4,1,,,,,3,,,,,,,,,,,
4,905802,6,1,3,2,64,4,1,,,,,,,,,,,,,,,,
5,905802,6,1,3,2,66,4,1,,,,,,,,,,,,,,,,
6,905802,6,1,3,2,68,4,1,,,,,3,,,0,,,,,,,,
1,905902,12,0,4,6,50,3,1,,,,,,,,,1982,1985,2,,,1985,1982,1985
2,905902,12,0,4,6,51,3,1,,,,,,,,,,,,,,,,
3,905902,12,0,4,6,53,3,1,,,,,,,,,,,,,,,,
4,905902,12,0,4,6,55,3,1,,,,,,,,,,,,,,,,
5,905902,12,0,4,6,57,3,1,,,,,,,,,,,,,,,,
6,905902,12,0,4,6,59,3,1,,,,,,,,,,,,,,,,
7,905902,12,0,4,6,61,3,1,,,,,,,,,,,,,,,,
2,906001,6,3,3,3,42,4,1,3,,,2,1,1,1,70,,,,,,,,
3,906001,6,3,3,3,44,4,1,,,,,2,,,150,,,,,,,,
4,906001,6,3,3,3,46,4,1,,,,,,,,,,,,,,,,
5,906001,6,3,3,3,48,4,1,,,,,2,,,180,,,,,,,,
6,906001,6,3,3,3,50,4,1,,,,,2,,,85,,,,,,,,
7,906001,6,3,3,3,52,4,1,,,,,2,,,100,,,,,,,,
1,906003,12,0,4,6,19,6,2,2,3,16,,,,,,,,,,,,,
2,906003,12,0,4,6,20,6,2,,,,,,,,,,,,,,,,
4,906003,12,0,4,6,24,6,2,,,,1,1,1,3,150,,,,,,,,
5,906003,12,0,4,6,26,6,2,,,,1,1,7,3,140,,,,,,,,
6,906003,12,0,4,6,28,6,2,,,,1,1,7,2,250,,,,,,,,
7,906003,12,0,4,6,30,6,1,,,,1,1,7,2,250,,,,,,,,
1,906101,6,4,3,3,33,4,1,3,,,2,1,1,1,80,1994,1996,2,1996,,,1996,1998
2,906101,6,4,3,3,34,4,1,,,,1,1,1,1,90,,,,,,,,
3,906101,6,4,3,3,36,4,1,,,,1,1,1,3,150,,,,,,,,
1,906202,6,2,3,3,60,2,1,,,,,,,,,,,,,,,,
2,906202,6,2,3,3,61,2,1,,,,,,,,,,,,,,,,
3,906202,6,2,3,3,63,2,1,,,,,,,,,,,,,,,,
4,906202,6,2,3,3,65,2,1,,,,,,,,,,,,,,,,
5,906202,6,2,3,3,67,2,1,,,,,,,,,,,,,,,,
6,906202,6,2,3,3,69,2,1,,,,,2,,,50,,,,,,,,
7,906202,6,2,3,3,71,2,1,,,,,2,,,50,,,,,,,,
1,906302,6,4,3,3,39,7,1,2,3,16,1,1,1,1,100,1987,1998,2,,1998,,1987,1998
2,906302,6,4,3,3,40,7,1,,,,1,1,1,1,150,,,,,,,,
3,906302,6,4,3,3,42,7,1,,,,1,1,4,1,120,,,,,,,,
4,906302,6,4,3,3,44,7,1,,,,1,1,4,1,120,,,,,,,,
5,906302,6,4,3,3,46,7,1,,,,1,1,4,1,120,,,,,,,,
6,906302,6,4,3,3,48,7,1,,,,1,1,4,1,200,,,,,,,,
7,906302,6,4,3,3,50,7,1,,,,1,1,4,3,200,,,,,,,,
1,906402,6,3,3,3,42,4,1,3,,,2,1,1,1,60,1984,1988,2,,1988,,1984,1988
2,906402,6,3,3,3,43,4,1,,,,,,,,,,,,,,,,
2,906403,6,4,3,3,19,4,2,3,,,,,,,,,,,,,,,
1,906502,6,2,4,3,55,2,1,,,,,2,,,0,1962,,1,,,,,
2,906502,6,2,4,3,56,2,1,,,,,2,,,60,,,,,,,,
3,906502,6,2,4,3,58,2,1,,,,,2,,,50,,,,,,,,
4,906502,6,2,4,3,60,2,1,,,,,,,,,,,,,,,,
5,906502,6,2,4,3,62,2,1,,,,,,,,,,,,,,,,
6,906502,6,2,4,3,64,2,1,,,,,2,,,50,,,,,,,,
7,906502,6,2,4,3,66,2,1,,,,,2,,,80,,,,,,,,
1,906602,6,2,4,3,63,3,1,,,,,3,,,0,1961,1963,2,,,,1961,1963
2,906602,6,2,4,3,64,3,1,,,,,3,,,0,,,,,,,,
3,906602,6,2,4,3,66,3,1,,,,,3,,,,,,,,,,,
4,906602,6,2,4,3,68,3,1,,,,,,,,,,,,,,,,
5,906602,6,2,4,3,70,3,1,,,,,,,,,,,,,,,,
6,906602,6,2,4,3,72,3,1,,,,,,,,,,,,,,,,
1,906702,6,1,4,3,49,2,1,,,,,2,,,50,1975,,1,,,,,
2,906702,6,1,4,3,50,2,1,,,,,2,,,60,,,,,,,,
3,906702,6,1,4,3,52,2,1,,,,,2,,,90,,,,,,,,
4,906702,6,1,4,3,54,2,1,,,,,,,,,,,,,,,,
5,906702,6,1,4,3,56,2,1,,,,,2,,,100,,,,,,,,
6,906702,6,1,4,3,58,2,1,,,,,2,,,60,,,,,,,,
1,906802,6,1,4,3,29,6,1,1,3,16,,,,,,1999,2004,2,,2004,2004,1999,2004
2,906802,6,1,4,3,30,6,1,,,,,,,,,,,,,,,,
3,908704,6,2,3,3,60,2,1,,,,,,,,,,,,,,,,
5,909504,6,3,3,3,34,6,1,1,2,12,,,,,,,,,,,,,
2,915203,6,1,3,2,60,3,1,,,,,,,,,,,,,,,,
3,915203,6,1,3,2,62,3,1,,,,,,,,,,,,,,,,
7,916902,7,4,3,3,34,5,2,1,,,1,1,1,4,200,2013,,1,,,,,
4,920202,4,4,3,2,29,7,2,1,1,3,,2,,,200,2010,,1,,,,,
3,923802,6,2,3,3,33,4,1,3,,,1,1,1,2,120,2001,2005,2,,,,2001,2005
4,923802,6,2,3,3,35,4,1,,,,1,1,1,1,250,,,,,,,,
5,923802,6,2,3,3,37,4,1,,,,2,1,1,1,230,,,,,,,,
4,924404,6,2,3,3,56,3,1,,,,1,1,1,4,130,2000,,1,,,,,
6,938905,6,2,4,3,60,2,1,,,,2,1,1,1,120,1976,1997,2,,,,1976,1997
4,949703,8,3,3,3,54,3,1,,,,2,1,1,4,150,,,,,,,,
6,6000001,6,4,4,4,26,5,2,1,,,2,,1,1,170,2009,2010,2,,,,2014,2015
6,6000101,3,6,2,2,22,7,2,3,3,1,,,,,,,,,,,,,
7,6000101,3,6,2,2,24,7,2,,3,8,,,,,,,,,,,,,
7,6000102,1,6,3,3,22,7,2,1,3,8,,,,,,,,,,,,,
6,6000201,9,2,5,2,21,5,2,1,,,2,,1,2,140,2013,2014,2,,,,2016,2016
6,6000301,12,0,3,6,34,7,2,3,3,8,2,,3,6,183,2004,2006,2,,,,2014,2016
7,6000301,12,0,3,6,36,7,2,,,,2,1,5,4,190,,,,,,,,
6,6000401,7,4,3,3,25,7,2,1,3,18,1,,1,1,200,2014,2015,2,,,,2014,2015
7,6000401,7,4,3,3,27,7,2,,,,,2,,,100,,,,,,,,
6,6000501,1,3,3,3,35,7,1,1,2,1,,,,,,2009,2015,2,,,,2010,2015
7,6000501,1,3,3,3,37,7,1,,,,1,1,3,1,170,,,,,,,,
6,6000601,2,4,3,3,54,6,1,1,9,1,1,,2,1,200,1985,,1,,,,,
7,6000601,2,4,3,3,56,6,1,,,,1,1,2,1,270,,,,,,,,
6,6000701,6,2,4,2,61,7,2,1,2,1,2,,5,3,60,1975,1979,2,,,,-8,-9
7,6000701,6,2,4,2,63,7,2,,,,2,1,5,1,60,,,,,,,,
6,6000801,2,4,2,2,49,5,1,1,,,,,,,,1993,1995,2,,1995,,1993,1995
7,6000801,2,4,2,2,51,5,1,,,,,,,,,,,,,,,,
6,6000803,4,5,3,2,23,7,2,1,3,1,,,,,,,,,,,,,
7,6000803,4,5,3,2,22,7,2,,3,1,,,,,,,,,,,,,
7,6000804,3,6,3,3,20,7,2,1,2,1,,,,,,,,,,,,,
6,6000901,4,2,4,4,34,6,2,2,3,4,1,,2,1,275,2002,2003,2,,,,2015,2015
6,6001001,5,3,2,1,44,4,1,3,,,,,,,0,1991,1997,2,,,,2016,2016
7,6001001,5,3,2,1,46,4,1,,,,,2,,,180,,,,,,,,
6,6001101,6,1,2,2,58,3,1,,,,,,,,,1978,1980,2,,,,2003,2004
7,6001101,6,1,2,2,60,3,1,,,,,,,,,,,,,,,,
6,6001103,3,4,2,2,31,7,2,1,14,1,2,,1,3,320,2008,,1,,,,,
7,6001103,3,4,2,2,33,7,2,,,,1,1,1,3,320,,,,,,,,
6,6001201,1,6,2,2,56,5,1,1,,,1,,4,4,150,1979,1985,2,,1985,,,
7,6001201,1,6,2,2,58,5,1,,,,1,1,4,2,180,,,,,,,,
6,6001203,7,6,2,2,31,7,2,1,2,1,1,,1,3,200,2008,,1,,,,,
7,6001203,7,6,2,2,33,7,2,,,,1,1,1,4,200,,,,,,,,
6,6001204,7,6,2,2,26,7,2,1,14,1,1,,6,4,250,2013,,1,,,,,
7,6001204,7,6,2,2,28,7,2,,,,1,1,6,3,280,,,,,,,,
6,6001301,1,3,3,2,61,6,1,1,3,1,1,,9,4,150,1974,1999,2,,,,2012,2013
7,6001301,1,3,3,2,63,6,1,,,,2,1,9,4,170,,,,,,,,
6,6001401,5,4,3,2,34,9,2,2,4,1,2,,4,7,250,2007,2008,2,,,,2007,2008
7,6001401,5,4,3,2,36,9,2,,,,2,1,4,7,250,,,,,,,,
7,6001403,6,2,2,3,63,3,1,,,,,,,,,1994,2003,2,,,,1994,2003
6,6001502,6,1,4,4,43,6,1,2,6,14,,,,,100,1996,1998,2,,1998,,1996,1998
7,6001502,6,1,4,4,45,6,1,,,,,3,,,0,,,,,,,,
6,6001601,4,4,3,3,41,5,1,2,,,2,,4,6,200,1993,1996,2,,2000,,2015,2016
7,6001601,4,4,3,3,43,5,1,,,,2,1,4,7,230,,,,,,,,
7,6001603,5,4,3,3,19,7,2,1,2,1,,,,,,,,,,,,,
6,6001701,6,2,4,4,56,5,1,1,,,,,,,125,1977,1978,2,,,,2001,2003
7,6001701,6,2,4,4,58,5,1,,,,,2,,,100,,,,,,,,
6,6001802,7,4,3,3,54,4,1,3,,,1,,1,3,100,1996,,1,,,,,
6,6001803,7,4,3,2,25,4,2,3,,,1,,1,1,100,2011,,1,,,,,
6,6001902,7,4,4,3,46,4,1,3,,,,,,,,1993,1998,2,,1998,,,
7,6001902,7,4,4,3,48,9,1,,,,,,,,,,,,,,,,
6,6002002,6,2,3,3,55,4,1,3,,,,,,,,,,,,,,,
6,6002101,3,4,3,3,27,7,1,1,12,1,,,,,,2012,2014,2,,,,,
7,6002101,3,4,3,3,29,7,1,,,,,,,,,,,,,,,,
6,6002201,5,4,3,3,61,4,1,3,,,,,,,,1976,1981,2,,1981,,2013,2015
7,6002201,5,4,3,3,63,4,1,,,,,,,,,,,,,,,,
6,6002302,7,3,3,2,33,4,1,3,,,,,,,,2003,2012,2,,2012,,,
6,6002402,3,4,2,2,60,4,1,3,,,,,,,,1976,1980,2,,1980,,,
6,6002502,6,2,4,2,50,4,1,3,,,,,,,,1986,1991,2,,1991,,,
7,6002502,6,2,4,2,52,4,1,,,,,,,,,,,,,,,,
6,6002504,8,4,3,2,20,6,2,1,9,8,1,,1,5,153,2017,,1,,,,,
7,6002504,8,4,3,2,22,6,2,,,,1,1,1,4,150,,,,,,,,
6,6002602,6,2,3,3,57,4,1,3,,,,,,,,1979,1993,2,,1993,,1979,1993
7,6002602,6,2,3,3,59,4,1,,,,,,,,,,,,,,,,
6,6002603,3,5,3,3,20,7,2,1,1,1,,,,,,,,,,,,,
7,6002603,3,5,3,3,22,7,2,,,,,,,,,,,,,,,,
6,6002701,6,2,4,3,61,3,1,,,,,,,,,1975,1979,2,,1979,,1975,1979
7,6002701,6,2,4,3,63,3,1,,,,,,,,,,,,,,,,
6,6002703,7,3,3,3,35,7,1,2,9,1,,,,,,2013,2014,2,2013,,,,
7,6002703,7,3,3,3,37,7,1,,,,2,1,5,5,500,,,,,,,,
6,6002801,3,6,3,3,33,7,2,2,3,1,1,,1,5,500,2007,,1,,,,,
7,6002801,3,6,3,3,35,7,2,,,,1,1,1,4,330,,,,,,,,
6,6002902,7,3,3,3,36,6,1,1,1,13,,,,,,2002,2011,2,,,,,
7,6002902,7,3,3,3,38,6,1,,,,,,,,,,,,,,,,
6,6003002,7,3,3,3,50,4,1,3,,,,,,,,1985,1990,2,,1990,,1985,1990
7,6003002,7,3,3,3,52,4,1,,,,,,,,,,,,,,,,
6,6003102,6,2,3,2,44,7,1,1,1,3,,,,,,1996,2007,2,,2007,,1996,2007
7,6003102,6,2,3,2,46,7,1,,,,,2,,,200,,,,,,,,
6,6003204,7,4,3,3,24,4,1,3,,,,,,,,2012,2015,2,,2015,,2012,2015
6,6003302,7,4,3,3,56,5,1,1,,,,,,,,,,,,,,,
6,6003303,3,6,2,2,31,6,2,1,1,1,1,,1,3,200,2007,2013,2,,,,2011,2013
6,6003304,3,6,2,2,29,6,2,1,1,1,1,,1,3,180,2014,,1,,,,,
6,6003401,6,4,3,3,49,5,1,1,,,,,,,200,2002,2004,2,,2004,,,
7,6003401,6,4,3,3,51,5,1,,,,,2,,,150,,,,,,,,
6,6003501,3,6,3,3,39,7,1,1,14,1,1,,1,2,180,2003,2005,2,,,,,
7,6003501,3,6,3,3,41,7,1,,,,1,1,1,2,200,,,,,,,,
6,6003601,7,2,3,3,64,4,1,3,,,2,,1,1,120,2013,,1,,,,,
7,6003601,7,2,3,3,66,4,1,,,,2,1,1,1,148,,,,,,,,
6,6003702,3,6,3,3,20,7,2,1,1,1,,,,,,,,,,,,,
7,6003702,3,6,3,3,22,7,2,,1,1,,,,,,,,,,,,,
6,6003802,4,4,3,3,40,7,1,1,12,1,,,,,,2000,2013,2,,,,,
7,6003802,4,4,3,3,42,7,1,,,,,,,,,,,,,,,,
6,6003901,3,4,2,2,47,6,2,2,4,1,,,,,,,,,,,,,
6,6004002,6,3,3,2,58,4,1,3,,,,,,,,1977,1979,2,,1979,,1977,1979
7,6004002,6,3,3,2,60,4,1,,,,,,,,,,,,,,,,
6,6004004,5,4,3,3,35,7,1,1,2,1,,,,,,2004,2008,2,,2008,,2004,2008
7,6004004,5,4,3,3,37,7,1,,,,,,,,,,,,,,,,
6,6004102,3,4,3,2,34,7,1,1,2,1,,,,,,2006,2009,2,,,,2006,2009
7,6004102,3,4,3,2,36,7,1,,,,,,,,,,,,,,,,
6,6004202,3,4,3,2,46,4,1,3,,,,,,,,1989,1997,2,,1997,,1989,1997
7,6004202,3,4,3,2,48,4,1,,,,,,,,,,,,,,,,
6,6004302,1,4,2,2,54,7,1,1,14,1,,,,,,1984,2015,2,,,,1984,2015
7,6004302,1,4,2,2,56,7,1,,,,,,,,,,,,,,,,
6,6004401,1,4,2,6,53,4,1,3,,,,,,,,1981,1989,2,,,,1981,1989
6,6004501,3,4,3,2,25,6,1,1,15,1,,,,,,2012,2013,2,,,,2013,2013
7,6004501,3,4,3,2,27,6,1,,,,,,,,,,,,,,,,
6,6004601,6,3,4,3,64,3,1,,,,2,,1,1,140,2004,,1,,,,,
7,6004601,6,3,4,3,66,3,1,,,,2,1,1,1,140,,,,,,,,
6,6004702,6,2,4,3,50,3,1,,,,1,,1,2,120,1982,1987,2,,1987,,1989,1996
7,6004702,6,2,4,3,52,3,1,,,,1,1,1,2,120,,,,,,,,
6,6004703,5,3,3,3,28,7,2,1,12,1,1,,1,2,200,2007,,1,,,,,
7,6004703,5,3,3,3,30,7,2,,,,1,1,1,2,200,,,,,,,,
6,6004802,6,3,4,3,62,5,1,2,,,,,,,,,,,,,,,
7,6004802,6,3,4,3,64,5,1,,,,,,,,,,,,,,,,
6,6004902,6,4,4,2,54,4,1,3,,,,,,,0,1982,1982,2,1985,,,1992,2002
7,6004902,6,4,4,2,56,4,1,,,,,3,,,0,,,,,,,,
6,6005001,6,2,3,3,43,4,1,3,,,1,,1,1,150,1993,1997,2,,1997,,1993,1997
7,6005001,6,2,3,3,45,4,1,,,,1,1,1,2,150,,,,,,,,
7,6005003,7,4,2,2,20,5,2,1,,,,,,,,,,,,,,,
6,6005101,6,3,3,3,48,4,1,3,,,1,,1,3,150,1990,,1,,,,,
7,6005101,6,3,3,3,50,4,1,,,,1,1,1,3,180,,,,,,,,
6,6005201,6,2,3,3,40,4,1,3,,,,,,,,,,,,,,,
7,6005201,6,2,3,3,42,4,1,,,,,,,,,,,,,,,,
