,,성장환경,,,,개인 spec.,,,,,,일자리 특징,,,,종속변수,,,,,,,,
WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,P02ED07,P02MC01,P02ED16,WCSEL01,PP99RA,WCKD,WCEMP,JOBSAL,P03SJ01,P03RT04,P03JH03,P06SJ01,P06RT04,W10EJ01B,W09SJ01,W09TW09D
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,고등학교 종류,대학전공,대학소재지,일자리구분(정규/비정규),직위,직장종류,사업체 직원 수,월 급여,첫 직장입직,첫 직장 퇴직,첫직장 유지,새로운 일자리 입직,하던일 퇴직,최근 일자리 그만둔 시점,이전일자리 입직,이전일자리 퇴직
6,6005301,3,4,3,3,45,4,1,3,,,1,,1,3,150,1990,2000,2,,2000,,1990,2000
7,6005301,3,4,3,3,47,4,1,,,,1,1,1,2,180,,,,,,,,
6,6005401,3,4,2,2,61,5,1,1,,,,,,,,,,,,,,,
7,6005401,3,4,2,2,63,5,1,,,,,,,,,,,,,,,,
6,6005501,2,7,2,2,24,8,2,2,6,1,,,,,,,,,,,,,
6,6005601,3,6,2,2,20,7,2,1,9,1,,,,,,2016,2017,2,,,,2016,2017
7,6005601,3,6,2,2,22,7,2,,10,1,,,,,,,,,,,,,
6,6005701,2,6,3,2,20,7,2,2,4,1,,,,,,2015,2016,2,,,,2016,2016
6,6005801,8,4,3,2,28,8,2,1,3,1,,,,,,,,,,,,2015,2016
6,6005901,3,7,2,2,19,7,2,1,10,1,,,,,,2016,2017,2,,,,2016,2017
7,6005901,3,7,2,2,21,7,2,,6,1,2,1,1,2,85,,,,,,,,
6,6006002,6,3,3,2,35,4,1,3,,,,,,,,2003,2010,2,,2010,,,
7,6006002,6,3,3,2,37,4,1,,,,,,,,,,,,,,,,
6,6006102,3,6,3,2,42,7,1,1,1,18,,,,,,1999,2000,2,,2001,,,
7,6006102,3,6,3,2,44,7,1,,,,,,,,,,,,,,,,
6,6006202,5,4,3,2,41,6,1,1,3,6,,,,,300,1991,1995,2,,1996,,,
7,6006202,5,4,3,2,43,6,1,,,,,2,,,150,,,,,,,,
6,6006302,6,2,4,2,48,3,1,,,,,,,,0,1986,1989,2,,,,,
6,6006402,3,4,3,2,40,8,1,1,1,1,2,,1,1,30,2000,2007,2,,2007,,2000,2007
7,6006402,3,4,3,2,42,9,1,,,,,,,,,,,,,,,,
6,6006502,3,4,3,4,41,6,1,3,3,1,,,,,,1995,1997,2,,,,2002,2005
7,6006502,3,4,3,4,43,6,1,,,,,,,,,,,,,,,,
6,6006602,6,2,3,3,53,5,1,1,,,,,,,,1983,1986,2,,1986,,1983,1986
7,6006602,6,2,3,3,55,5,1,,,,,,,,,,,,,,,,
6,6006702,4,3,3,2,50,5,1,1,,,,,,,,1985,1987,2,,,,1988,1998
7,6006702,4,3,3,2,52,5,1,,,,,,,,,,,,,,,,
6,6006801,5,2,4,3,61,4,1,3,,,1,,1,1,100,1996,2000,2,,,,1996,2000
7,6006801,5,2,4,3,63,4,1,,,,1,1,1,1,100,,,,,,,,
6,6006902,6,2,5,3,59,3,1,,,,,,,,,2007,2016,2,,,,2007,2016
7,6006902,6,2,5,3,61,3,1,,,,,,,,,,,,,,,,
6,6007002,3,2,3,2,51,4,1,3,,,,,,,,1983,1991,2,,,,1983,1991
7,6007002,3,2,3,2,53,4,1,,,,,,,,,,,,,,,,
6,6007101,6,2,4,2,51,4,1,3,,,,,,,250,1984,1984,2,,1984,,,
7,6007101,6,2,4,2,53,4,1,,,,,2,,,300,,,,,,,,
6,6007202,3,3,3,2,56,5,1,1,,,2,,1,3,100,1995,2005,2,,,,1995,2005
7,6007202,3,3,3,2,58,5,1,,,,2,1,1,3,100,,,,,,,,
6,6007302,5,4,3,2,37,7,1,1,1,1,,,,,180,2003,2007,2,,,,2003,2007
7,6007302,5,4,3,2,39,7,1,,,,,2,,,180,,,,,,,,
6,6007402,3,4,3,5,34,4,1,3,,,,,,,,2013,2016,2,,,,2013,2016
7,6007402,3,4,3,5,36,4,1,,,,1,1,1,1,180,,,,,,,,
6,6007502,5,4,4,3,51,4,1,3,,,2,,6,4,50,1984,1988,2,,,,1984,1988
7,6007502,5,4,4,3,53,4,1,,,,2,1,6,4,50,,,,,,,,
6,6007504,4,6,5,3,23,7,2,3,3,1,1,,1,5,230,2013,,1,,,,,
7,6007504,4,6,5,3,25,7,2,,3,1,1,1,1,7,300,,,,,,,,
6,6007602,5,4,3,2,38,5,1,1,,,,,,,200,1998,,1,,,,,
7,6007602,5,4,3,2,40,5,1,,,,,2,,,200,,,,,,,,
6,6007702,5,4,3,2,43,7,1,1,3,1,,,,,,1995,2015,2,,,,1995,2015
7,6007702,5,4,3,2,45,7,1,,,,,,,,,,,,,,,,
6,6007802,9,1,5,2,55,2,1,,,,2,,1,6,150,1975,1980,2,,,,1995,2005
7,6007802,9,1,5,2,57,2,1,,,,2,1,1,7,160,,,,,,,,
6,6007902,6,2,1,2,63,3,1,,,,,,,,,1983,2003,2,,,,1983,2003
7,6007902,6,2,1,2,65,3,1,,,,2,1,9,3,27,,,,,,,,
6,6008002,6,1,4,4,57,2,1,,,,,,,,,1990,2002,2,,,,,
7,6008002,6,1,4,4,59,2,1,,,,1,1,5,5,155,,,,,,,,
6,6008102,6,2,4,3,55,4,1,3,,,1,,1,1,200,2010,,1,,,,,
6,6008103,9,4,3,2,32,9,2,1,1,1,,,,,,,,,,,,,
6,6008202,3,4,3,2,31,7,1,1,14,1,1,,6,4,250,2008,,1,,,,,
7,6008202,3,4,3,2,33,7,1,,,,1,1,6,4,250,,,,,,,,
6,6008302,6,2,4,3,61,2,1,,,,2,,1,1,70,1974,1978,2,,,,1987,2016
7,6008302,6,2,4,3,63,2,1,,,,2,1,1,1,80,,,,,,,,
6,6008402,6,2,4,2,58,3,1,,,,,,,,,1975,1980,2,,1980,,1975,1980
7,6008402,6,2,4,2,60,3,1,,,,,,,,,,,,,,,,
6,6008501,3,4,3,2,28,7,1,1,14,1,1,,6,4,250,2010,,1,,,,,
7,6008501,3,4,3,2,30,7,1,,,,1,1,6,4,250,,,,,,,,
6,6008602,3,4,3,3,30,7,1,2,5,1,,,,,,2011,2015,2,,,,2011,2015
7,6008602,3,4,3,3,32,7,1,,,,,,,,,,,,,,,,
6,6008702,3,4,3,2,35,7,1,1,3,1,1,,1,4,250,2009,,1,,,,,
7,6008702,3,4,3,2,37,7,1,,,,1,1,1,3,250,,,,,,,,
6,6008802,3,4,2,2,44,7,1,2,5,1,,,,,80,1994,1996,2,,1996,,2007,2016
7,6008802,3,4,2,2,46,7,1,,,,,2,,,80,,,,,,,,
7,6008803,2,6,3,3,20,7,2,1,1,1,,,,,,,,,,,,,
6,6008902,6,3,3,2,49,4,1,3,,,1,,4,4,150,1988,1992,2,,1992,,,
7,6008902,6,3,3,2,51,4,1,,,,1,1,4,3,200,,,,,,,,
6,6008904,5,5,3,2,20,7,2,2,3,1,,,,,,,,,,,,,
7,6008904,5,5,3,2,22,7,2,,10,1,,,,,,,,,,,,,
6,6009002,9,3,3,3,55,5,1,1,,,1,,4,4,100,1981,1988,2,,,,,
7,6009002,9,3,3,3,57,5,1,,,,1,1,4,4,100,,,,,,,,
7,6009003,5,4,3,3,29,7,2,1,6,1,2,1,1,1,180,2013,2015,2,,,,,
6,6009004,5,4,3,2,26,7,2,1,1,1,,,,,,2014,2016,2,,,,2014,2016
7,6009004,5,4,3,2,28,7,2,,,,1,1,1,2,220,,,,,,,,
6,6009102,3,4,3,2,55,6,1,1,1,1,,,,,,1984,1988,2,,1988,,,
7,6009102,3,4,3,2,57,6,1,,,,,,,,,,,,,,,,
6,6009104,3,6,3,2,24,7,2,1,14,1,1,,6,4,180,2016,,1,,,,,
7,6009104,3,6,3,2,26,7,2,,,,1,1,6,4,220,,,,,,,,
6,6009201,5,4,3,3,49,5,1,2,,,,,,,250,1988,1990,2,,1999,,,
7,6009201,5,4,3,3,51,5,1,,,,,2,,,300,,,,,,,,
6,6009302,6,3,3,2,39,4,1,3,,,2,,1,1,100,1997,2001,2,,2001,,,
7,6009302,6,3,3,2,41,4,1,,,,2,1,1,1,180,,,,,,,,
6,6009401,5,4,3,2,29,7,2,1,1,1,1,,1,2,250,2013,,1,,,,,
7,6009401,5,4,3,2,31,7,2,,,,1,1,1,2,250,,,,,,,,
6,6009502,3,4,2,2,52,5,1,1,,,,,,,,1985,1992,2,,,,,
7,6009502,3,4,2,2,54,5,1,,,,,,,,,,,,,,,,
7,6009503,2,6,4,3,24,7,2,2,9,1,,,,,,,,,,,,,
7,6009504,2,6,4,3,19,5,2,1,,,,,,,,,,,,,,,
6,6009602,6,4,4,3,31,4,1,3,,,2,,1,2,60,-9,2009,2,,2009,,,
7,6009602,6,4,4,3,33,4,1,,,,2,1,1,1,70,,,,,,,,
6,6009701,3,5,3,2,30,7,2,2,3,4,1,,1,3,170,2008,,1,,,,,
7,6009701,3,5,3,2,32,7,2,,,,1,1,1,4,200,,,,,,,,
6,6009801,6,3,5,3,24,5,2,1,,,,,,,,,,,,,,,
7,6009801,6,3,5,3,26,5,2,,,,,,,,,,,,,,,,
6,6009901,6,2,4,3,59,3,1,,,,2,,1,1,80,1972,1985,2,,1985,,,
7,6009901,6,2,4,3,61,3,1,,,,2,1,1,1,60,,,,,,,,
6,6010001,6,2,4,3,64,3,1,,,,,,,,,,,,,,,,
7,6010001,6,2,4,3,66,3,1,,,,,,,,,,,,,,,,
6,6010101,9,3,5,3,56,3,2,,,,1,,1,5,200,1977,1985,2,,,,,
7,6010101,9,3,5,3,58,3,2,,,,1,1,1,6,200,,,,,,,,
6,6010201,3,4,3,3,45,4,2,3,,,1,,1,3,160,1991,1998,2,,,,1991,2010
6,6010302,4,4,3,2,60,4,1,3,,,,,,,,,,,,,,1997,2007
7,6010302,4,4,3,2,62,4,1,,,,,,,,,,,,,,,,
6,6010402,5,4,3,2,41,4,1,3,,,,,,,,1996,2009,2,,2009,,,
7,6010402,5,4,3,2,43,4,1,,,,,,,,,,,,,,,,
6,6010502,3,4,3,1,62,6,1,1,10,14,,,,,,1976,1978,2,,1978,,,
6,6010602,6,3,3,2,60,4,1,3,,,2,,1,3,100,1976,1980,2,,,,,
7,6010602,6,3,3,2,62,4,1,,,,2,1,1,3,120,,,,,,,,
7,6010603,3,4,3,2,28,6,2,3,1,1,,,,,,2014,2017,2,,,,2014,2017
6,6010702,3,5,3,2,44,7,1,1,6,5,,,,,,1996,1999,2,,1999,,,
7,6010702,3,5,3,2,46,7,1,,,,,,,,,,,,,,,,
6,6010802,6,3,3,3,43,7,1,1,14,14,1,,1,2,150,1998,2010,2,,2010,,,
7,6010802,6,3,3,3,45,7,1,,,,1,1,1,1,165,,,,,,,,
6,6010902,4,4,3,2,29,6,1,1,14,1,1,,6,2,150,2009,,1,,,,,
7,6010902,4,4,3,2,31,6,1,,,,1,1,6,2,200,,,,,,,,
6,6011002,4,4,3,2,34,7,1,1,1,8,2,,1,2,200,2012,,1,,,,,
6,6011102,3,4,3,2,41,6,1,1,6,13,,,,,,2000,2005,2,,2005,,,
7,6011102,3,4,3,2,43,6,1,,,,,,,,,,,,,,,,
6,6011202,3,5,2,2,49,7,1,1,14,14,2,,1,1,150,1992,1995,2,,1995,,,
7,6011202,3,5,2,2,51,7,1,,,,2,1,1,2,160,,,,,,,,
6,6011203,5,6,3,2,19,7,2,2,14,1,,,,,,,,,,,,,
7,6011203,5,6,3,2,21,7,2,,6,1,,,,,,,,,,,,,
6,6011302,2,6,2,2,44,8,1,1,1,1,2,,4,4,180,1996,1997,2,,,,,
7,6011302,2,6,2,2,46,8,1,,,,2,1,4,3,180,,,,,,,,
6,6011402,6,2,4,3,57,2,1,,,,2,,1,1,180,1974,1978,2,,1983,,2009,2010
7,6011402,6,2,4,3,59,2,1,,,,2,1,1,2,180,,,,,,,,
6,6011502,6,4,3,3,35,7,1,1,2,1,,,,,,,,,,,,2002,2013
7,6011502,6,4,3,3,37,7,1,,,,,,,,,,,,,,,,
6,6011602,3,4,2,2,50,5,1,1,,,,,,,,1985,1991,2,,1991,,1985,1991
6,6011603,5,4,3,3,23,7,2,1,4,1,,,,,,,,,,,,,
6,6011702,6,3,3,3,39,5,1,1,,,,,,,,1995,1996,2,,,,1995,1996
7,6011702,6,3,3,3,41,5,1,,,,,,,,,,,,,,,,
6,6011803,3,4,3,3,45,5,1,1,,,1,,1,1,200,1990,1996,2,,,,1990,1996
7,6011803,3,4,3,3,47,5,1,,,,1,1,1,3,200,,,,,,,,
7,6011804,5,6,3,2,20,7,2,1,2,8,,,,,,,,,,,,,
6,6011903,4,4,3,3,30,6,2,1,12,1,1,,1,1,250,2009,2016,2,,,,,
7,6011903,4,4,3,3,32,6,2,,,,1,1,1,2,250,,,,,,,,
6,6012002,5,5,2,2,56,7,1,1,3,1,,,,,,1979,1989,2,,,,1979,1988
7,6012002,5,5,2,2,58,7,1,,,,,,,,,,,,,,,,
6,6012102,6,4,2,2,37,7,1,1,3,1,1,,1,3,550,2004,2005,2,,,,2004,2005
7,6012102,6,4,2,2,39,7,1,,,,1,1,1,3,550,,,,,,,,
6,6012202,6,2,4,2,61,5,1,1,,,,,,,,,,,,,,,
7,6012202,6,2,4,2,63,5,1,,,,,,,,,,,,,,,,
6,6012203,1,4,3,2,36,7,2,1,6,1,1,,1,1,200,2003,2006,2,,,,2011,2013
7,6012203,1,4,3,2,38,7,2,,,,1,1,1,3,200,,,,,,,,
6,6012302,3,6,2,2,54,5,1,1,,,,,,,0,1982,1988,2,,,,1983,1988
7,6012302,3,6,2,2,56,5,1,,,,,3,,,100,,,,,,,,
6,6012303,4,4,3,2,23,5,2,2,,,,,,,,,,,,,,,
7,6012303,4,4,3,2,25,5,2,,,,,,,,,,,,,,,,
6,6012402,3,3,3,3,43,5,1,1,,,1,,8,2,100,1991,1994,2,,,,,
7,6012402,3,3,3,3,45,5,1,,,,1,1,8,2,100,,,,,,,,
6,6012501,7,2,3,3,50,5,1,1,,,1,,1,2,140,1985,,1,,,,,
7,6012501,7,2,3,3,52,5,1,,,,1,1,1,2,170,,,,,,,,
6,6012601,6,3,3,3,61,5,1,1,,,1,,1,2,150,1976,1983,2,,,,1976,1983
7,6012601,6,3,3,3,63,5,1,,,,1,1,1,1,150,,,,,,,,
6,6012602,3,4,3,3,25,5,2,1,,,1,,1,1,150,2010,,1,,,,,
7,6012602,3,4,3,3,27,5,2,,,,1,1,1,2,180,,,,,,,,
6,6012702,4,4,3,3,48,5,1,1,,,,,,,,1990,1993,2,,,,,
7,6012702,4,4,3,3,50,5,1,,,,,,,,,,,,,,,,
6,6012703,4,6,3,3,21,7,2,1,2,1,,,,,,,,,,,,,
7,6012703,4,6,3,3,23,7,2,,6,8,,,,,,,,,,,,,
6,6012802,3,4,3,3,35,5,1,1,,,,,,,,1999,2000,2,,,,,
6,6012902,6,3,4,2,52,4,1,3,,,,,,,,1983,1988,2,,,,,
7,6012902,6,3,4,2,54,4,1,,,,,,,,,,,,,,,,
6,6013002,6,2,3,2,51,7,1,1,14,1,,,,,300,1988,1988,2,,,,1989,1991
7,6013002,6,2,3,2,53,7,1,,,,,,,,,,,,,,,,
6,6013102,6,2,4,3,49,2,1,,,,,,,,,1979,1995,2,,,,1979,1996
7,6013102,6,2,4,3,51,2,1,,,,,,,,,,,,,,,,
6,6013103,9,2,5,3,21,4,2,3,,,1,,1,1,170,2014,,1,,,,,
7,6013103,9,2,5,3,23,4,2,,,,1,1,1,1,180,,,,,,,,
6,6013202,7,4,4,2,52,4,1,3,,,,,,,,1983,1993,2,,,,,
7,6013202,7,4,4,2,54,4,1,,,,,,,,,,,,,,,,
6,6013204,3,4,3,2,23,7,2,2,1,1,,,,,,,,,,,,,
7,6013204,3,4,3,2,25,7,2,,,,,,,,,,,,,,,,
6,6013302,6,4,2,1,40,5,1,1,,,,,,,,,,,,,,,
7,6013302,6,4,2,1,42,5,1,,,,,,,,,,,,,,,,
6,6013402,5,3,3,2,52,7,1,1,3,1,2,,1,1,130,1987,1989,2,,,,1987,1989
7,6013402,5,3,3,2,54,7,1,,,,,,,,,,,,,,,,
6,6013502,5,3,4,3,50,4,1,3,,,2,,1,1,100,1987,1988,2,,1988,,1987,1988
7,6013502,5,3,4,3,52,4,1,,,,1,1,1,3,200,,,,,,,,
6,6013602,6,2,4,3,56,5,1,1,,,,,,,0,1980,1981,2,,1981,,1980,1981
6,6013703,6,2,4,3,46,4,1,3,,,2,,1,1,150,2013,,1,,,,,
6,6013704,3,4,4,3,23,5,2,1,,,1,,1,2,200,2012,,1,,,,,
6,6013705,5,4,4,3,19,7,2,1,1,1,,,,,,,,,,,,,
6,6013802,5,4,3,2,54,6,1,1,1,1,,,,,,1984,1994,2,,,,1984,1994
7,6013802,5,4,3,2,56,6,1,,,,,,,,,,,,,,,,
6,6013902,5,4,3,2,38,7,1,2,14,1,1,,1,1,200,1993,2002,2,,2002,,1993,2002
7,6013902,5,4,3,2,40,7,1,,,,2,1,1,1,200,,,,,,,,
6,6014002,7,3,4,2,40,7,1,1,14,1,,,,,200,2001,2009,2,,2009,,2001,2009
7,6014002,7,3,4,2,41,7,1,,,,,5,,,300,,,,,,,,
6,6014102,7,4,4,3,55,4,1,3,,,,,,,300,1980,1985,2,,,,1980,1981
7,6014102,7,4,4,3,57,4,1,,,,,2,,,300,,,,,,,,
6,6014202,5,4,3,2,48,7,1,1,1,1,,,,,250,1992,2001,2,,,,1992,2001
7,6014202,5,4,3,2,50,7,1,,,,,5,,,250,,,,,,,,
6,6014203,3,6,3,2,20,7,2,1,10,1,,,,,,,,,,,,,
6,6014301,6,2,4,2,46,5,1,1,,,1,,1,3,180,1990,1995,2,,,,2012,2015
7,6014301,6,2,4,2,48,5,1,,,,1,1,1,3,180,,,,,,,,
6,6014302,4,4,4,4,22,4,2,3,,,2,,1,5,150,2011,2015,2,,,,2014,2014
7,6014302,4,4,4,4,24,4,2,,,,1,1,1,3,150,,,,,,,,
6,6014401,3,5,3,2,26,6,2,2,5,3,1,,1,3,220,2010,2011,2,,,,2014,2015
7,6014401,3,5,3,2,28,6,2,,,,1,1,1,3,250,,,,,,,,
6,6014501,3,4,3,2,23,7,2,1,2,1,1,,1,5,250,2017,,1,,,,,
7,6014501,3,4,3,2,25,7,2,,,,1,1,1,7,250,,,,,,,,
6,6014602,6,2,3,2,48,5,1,2,,,,,,,,1987,1991,2,,1991,,1999,2011
7,6014602,6,2,3,2,50,5,1,,,,,,,,,,,,,,,,
6,6014604,7,4,3,2,21,7,2,1,10,8,,,,,,,,,,,,,
7,6014604,7,4,3,2,23,7,2,,,,1,1,1,4,300,,,,,,,,
6,6014701,5,3,2,1,41,4,1,3,,,1,,1,2,270,1994,1999,2,,1999,,,
7,6014701,5,3,2,1,43,4,1,,,,1,1,1,2,270,,,,,,,,
6,6014802,12,0,3,6,54,3,1,,,,2,,1,3,76,1981,1987,2,,,,2014,2015
7,6014802,12,0,3,6,56,3,1,,,,,,,,,,,,,,,,
6,6014803,4,4,2,2,28,7,1,1,14,8,1,,1,2,200,2008,2012,2,,2012,,,
7,6014803,4,4,2,2,30,7,1,,,,1,1,1,3,300,,,,,,,,
6,6014804,4,4,2,2,26,5,2,1,,,,,,,,2009,2010,2,,,,2015,2015
7,6014804,4,4,2,2,28,5,2,,,,1,1,1,4,170,,,,,,,,
6,6014902,4,3,3,3,40,7,1,2,2,1,1,,4,3,180,1995,2010,2,,,,1995,2011
6,6015002,12,0,5,6,52,4,1,3,,,,,,,200,1983,1986,2,,,,,
7,6015002,12,0,5,6,54,4,1,,,,,2,,,200,,,,,,,,
6,6015003,7,4,3,2,19,7,2,2,2,8,,,,,,,,,,,,,
7,6015003,7,4,3,2,21,7,2,,6,8,,,,,,,,,,,,,
6,6015102,7,2,3,1,55,4,1,3,,,,,,,,1979,1979,2,,1986,,2015,2016
7,6015102,7,2,3,1,57,4,1,,,,,,,,,,,,,,,,
6,6015202,7,2,3,2,40,4,1,3,,,,,,,,1995,1997,2,,2008,,,
7,6015202,7,2,3,2,42,4,1,,,,,,,,,,,,,,,,
6,6015302,3,4,3,2,48,7,1,2,6,1,,,,,200,1992,2012,2,,,,2011,2014
7,6015302,3,4,3,2,50,7,1,,,,,2,,,200,,,,,,,,
6,6015402,3,6,2,1,46,7,1,1,1,1,,,,,,1993,1996,2,,1996,,2014,2014
7,6015402,3,6,2,1,48,7,1,,,,,,,,,,,,,,,,
6,6015502,3,6,3,2,33,7,1,2,3,1,1,,1,1,200,2007,2010,2,2013,,,2014,2016
7,6015502,3,6,3,2,35,7,1,,,,1,1,1,1,200,,,,,,,,
6,6015601,12,0,4,6,51,5,1,1,,,,,,,300,1985,1988,2,,,,,
7,6015601,12,0,4,6,53,5,1,,,,,2,,,300,,,,,,,,
6,6015701,1,4,4,3,49,7,2,1,1,1,1,,1,2,300,1984,1985,2,,,,2010,2016
7,6015701,1,4,4,3,51,7,2,,,,1,1,1,2,300,,,,,,,,
6,6015801,4,4,3,4,32,7,2,1,12,1,1,,1,6,400,2006,2006,2,,,,2014,2014
7,6015801,4,4,3,4,34,7,2,,,,,2,,,400,,,,,,,,
6,6015901,5,6,3,5,39,6,2,1,12,1,,,,,600,1998,2004,2,,,,,
7,6015901,5,6,3,5,41,6,1,,,,,2,,,500,,,,,,,,
6,6016001,2,4,3,2,35,7,2,2,3,1,1,,1,1,130,2001,2015,2,,,,,
6,6016104,2,8,3,2,23,7,2,2,2,1,,,,,,,,,,,,,
6,6016202,1,6,2,1,43,8,1,1,1,8,1,,1,7,500,1995,,1,,,,,
7,6016202,1,6,2,1,45,8,1,,,,1,1,1,6,500,,,,,,,,
6,6016302,7,2,4,3,56,4,1,3,,,,,,,350,1979,1982,2,,1982,,2015,2017
7,6016302,7,2,4,3,58,4,1,,,,,,,,,,,,,,,,
6,6016402,9,3,4,3,50,4,1,3,,,1,,1,2,200,1986,1991,2,,1991,,2012,2015
7,6016402,9,3,4,3,52,4,1,,,,,,,,,,,,,,,,
6,6016403,3,4,3,2,24,4,2,3,,,1,,1,2,150,2012,,1,,,,,
6,6016502,6,2,4,3,58,2,1,,,,1,,1,3,80,1974,1978,2,,1983,,2012,2014
7,6016502,6,2,4,3,60,2,1,,,,1,1,1,4,100,,,,,,,,
6,6016602,6,3,4,2,58,3,1,,,,1,,1,2,150,1975,1978,2,,1979,,2010,2013
7,6016602,6,3,4,2,60,3,1,,,,,,,,,,,,,,,,
6,6016702,6,3,3,2,52,4,1,3,,,,,,,500,1983,1989,2,,,,2005,2007
6,6016802,8,4,3,2,45,4,1,3,,,,,,,,1990,1993,2,,,,2016,2016
7,6016802,8,4,3,2,47,4,1,,,,1,1,1,2,250,,,,,,,,
6,6016902,6,3,2,2,46,7,1,1,1,10,,,,,,,,,,1997,,2016,2016
7,6016902,6,3,2,2,48,7,1,,,,,,,,,,,,,,,,
7,6016903,2,8,2,1,20,7,2,2,5,1,,,,,,,,,,,,,
6,6017002,6,2,3,3,48,5,1,1,,,2,,1,2,80,1987,1993,2,,,,2010,2013
7,6017002,6,2,3,3,50,5,1,,,,,,,,,,,,,,,,
6,6017003,3,5,3,2,19,5,2,1,,,,,,,,,,,,,,,
7,6017003,3,5,3,2,21,7,2,,1,8,,,,,,,,,,,,,
6,6017102,3,6,3,2,39,7,1,1,14,1,1,,4,2,180,2000,2005,2,,,,2000,2005
7,6017102,3,6,3,2,41,7,1,,,,1,1,4,1,200,,,,,,,,
6,6017202,8,2,4,2,43,7,1,1,6,1,,,,,,1998,2000,2,,2008,,2006,2008
6,6017302,5,3,3,2,60,7,1,2,10,15,,,,,,1980,1983,2,,,,2014,2016
7,6017302,5,3,3,2,62,7,1,,,,,,,,,,,,,,,,
6,6017402,3,4,3,2,57,7,1,1,14,5,,,,,,1982,1986,2,,1986,,1982,1986
7,6017402,3,4,3,2,59,7,1,,,,,,,,,,,,,,,,
6,6017404,2,6,2,2,23,7,2,1,1,1,,,,,,,,,,,,,
7,6017404,2,6,2,2,25,7,2,,,,1,1,1,3,180,,,,,,,,
6,6017502,1,4,3,2,52,7,1,1,2,1,,,,,,1987,1989,2,,1989,,1987,1989
7,6017502,1,4,3,2,54,7,1,,,,,,,,,,,,,,,,
6,6017602,5,4,2,2,51,7,1,1,2,1,,,,,,1988,1992,2,,1992,,1988,1992
6,6017702,6,2,3,3,50,5,1,1,,,,,,,,,,,,,,,
7,6017702,6,2,3,3,52,5,1,,,,,,,,,,,,,,,,
6,6017703,3,6,3,2,27,7,2,1,1,1,1,,1,1,185,2013,,1,,,,,
7,6017703,3,6,3,2,29,7,2,,,,1,1,1,2,220,,,,,,,,
6,6017802,6,2,3,3,38,7,1,1,1,1,2,,5,3,180,2004,2013,2,,2013,,2004,2013
7,6017802,6,2,3,3,40,7,1,,,,1,1,5,4,320,,,,,,,,
6,6017902,5,4,3,2,60,5,1,1,,,,,,,,1978,1979,2,,,,,
7,6017902,5,4,3,2,62,5,1,,,,,,,,,,,,,,,,
6,6018002,6,4,3,2,57,5,1,2,,,,,,,,1982,1985,2,,,,,
6,6018003,3,6,3,2,30,7,2,1,1,1,1,,1,2,180,2010,,1,,,,,
6,6018004,3,6,3,2,27,8,2,1,1,1,,,,,,,,,,,,,
6,6018102,6,3,5,3,59,5,1,1,,,,,,,,1977,1981,2,,,,,
7,6018102,6,3,5,3,61,5,1,,,,,,,,,,,,,,,,
6,6018202,5,2,3,4,54,4,1,3,,,,,,,,1982,1987,2,,,,,
7,6018202,5,2,3,4,56,4,1,,,,,,,,,,,,,,,,
6,6018203,7,5,3,3,29,7,2,1,1,1,1,,1,2,200,2012,,1,,,,,
7,6018203,7,5,3,3,31,7,2,,,,1,1,1,4,200,,,,,,,,
6,6018204,7,5,3,3,22,7,2,1,1,1,,,,,,,,,,,,,
7,6018204,7,5,3,3,24,7,2,,,,,,,,,,,,,,,,
6,6018302,6,2,3,3,53,7,1,1,1,1,,,,,,,,,,,,,
7,6018302,6,2,3,3,55,7,1,,,,,,,,,,,,,,,,
6,6018402,6,2,3,3,44,4,1,3,,,1,,1,2,130,1990,1997,2,,1996,,,
6,6018501,5,2,4,4,41,6,2,3,3,1,1,,1,1,250,1998,2005,2,,,,1998,2005
7,6018501,5,2,4,4,45,6,2,,,,,,,,,,,,,,,,
6,6018602,5,2,3,3,36,4,1,3,,,,,,,,2001,2003,2,,,,,
6,6018702,6,2,3,2,51,5,1,1,,,,,,,150,1982,1985,2,,,,1982,1985
7,6018702,6,2,3,2,53,5,1,,,,,2,,,200,,,,,,,,
6,6018703,5,6,3,3,30,7,2,1,2,8,1,,1,7,150,2012,2013,2,,,,2011,2012
7,6018703,5,6,3,3,32,7,1,,,,,,,,,,,,,2018,,,
6,6018704,5,6,3,3,29,7,2,1,2,8,1,,1,7,180,2013,,1,,,,,
7,6018704,5,6,3,3,31,7,2,,,,1,1,1,1,200,,,,,,,,
6,6018802,5,4,3,3,43,5,1,1,,,,,,,,1989,2010,2,,2010,,,
6,6018902,3,6,3,2,29,7,1,1,6,1,,,,,,2010,2014,2,,2014,,,
6,6019002,7,3,3,2,29,5,1,1,,,,,,,,2007,2011,2,,,,,
7,6019002,7,3,3,2,31,5,1,,,,,5,,,100,,,,,,,,
6,6019102,6,2,3,2,64,4,1,3,,,,,,,,1977,1977,2,,,,,
7,6019102,6,2,3,2,66,4,1,,,,2,1,1,3,100,,,,,,,,
6,6019202,3,6,2,2,27,7,1,1,1,1,,,,,,2012,2012,2,,2015,,2013,2015
7,6019202,3,6,2,2,29,7,1,,,,,,,,,,,,,,,,
6,6019301,6,2,3,3,58,3,1,,,,2,,1,1,150,1987,1996,2,,,,2013,2015
